route_id	seed	winner_index	side	zone_id	sample_station_index	x	z	crossing_station_index	gate_low	gate_high	local_transition_capacity	local_bridgeable_delta	raw_h	raw_optimistic_margin	raw_pessimistic_margin	unclipped_all_landmarks_h	unclipped_all_optimistic_margin	unclipped_all_pessimistic_margin	authored_zone_landmarks_h	authored_zone_optimistic_margin	authored_zone_pessimistic_margin	claim_scope	gate_value_scope
route_004	5270046902118333881	2192	b	elandor_goldmead_vale	438	-271	-2049	342	9	57	8	22	28	22	-7	78	1	-47	78	1	-47	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_004	16178445837170081103	1713	a	elandor_dawnmere_fields	246	-79	-2241	342	9	57	7	21	35	21	-5	48	21	-18	35	21	-5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_004	16178445837170081103	1713	b	elandor_goldmead_vale	438	-271	-2049	342	9	57	8	22	31	22	-4	56	22	-25	56	22	-25	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_004	15219119262482319357	1047	a	elandor_dawnmere_fields	246	-79	-2241	342	9	57	7	21	21	21	-15	24	21	-12	21	21	-15	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_004	15219119262482319357	1047	b	elandor_goldmead_vale	438	-271	-2049	342	9	57	8	22	24	22	-11	62	17	-31	62	17	-31	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_004	17842018860885445630	3438	a	elandor_dawnmere_fields	246	-79	-2241	342	9	57	7	21	13	21	-23	30	21	-6	13	21	-23	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_004	17842018860885445630	3438	b	elandor_goldmead_vale	438	-271	-2049	342	9	57	8	22	33	22	-2	61	18	-30	61	18	-30	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	0	0	a	elandor_goldmead_vale	55	0	-1996	151	25	57	7	21	28	21	-8	23	19	-13	23	19	-13	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	0	0	b	elandor_highcourt	247	0	-1804	151	25	57	8	22	65	14	-18	42	22	5	42	22	5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	5270046902118333881	2192	a	elandor_goldmead_vale	55	0	-1996	151	25	57	7	21	28	21	-8	35	21	-1	35	21	-1	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	5270046902118333881	2192	b	elandor_highcourt	247	0	-1804	151	25	57	8	22	71	8	-24	35	22	0	35	22	0	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	16178445837170081103	1713	a	elandor_goldmead_vale	55	0	-1996	151	25	57	7	21	26	21	-10	35	21	-1	35	21	-1	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	16178445837170081103	1713	b	elandor_highcourt	247	0	-1804	151	25	57	8	22	49	22	-2	34	22	-1	34	22	-1	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	15219119262482319357	1047	a	elandor_goldmead_vale	55	0	-1996	151	25	57	7	21	23	19	-13	25	21	-11	25	21	-11	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	15219119262482319357	1047	b	elandor_highcourt	247	0	-1804	151	25	57	8	22	81	-2	-34	18	15	-17	18	15	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	17842018860885445630	3438	a	elandor_goldmead_vale	55	0	-1996	151	25	57	7	21	21	17	-15	37	21	1	37	21	1	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_005	17842018860885445630	3438	b	elandor_highcourt	247	0	-1804	151	25	57	8	22	55	22	-8	41	22	6	41	22	6	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	0	0	a	elandor_highcourt	49	0	-1196	145	25	97	7	21	54	21	-22	48	21	-28	48	21	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	0	0	b	elandor_ashenward_march	241	0	-1004	145	25	97	8	22	42	22	-33	42	22	-33	42	22	-33	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	5270046902118333881	2192	a	elandor_highcourt	49	0	-1196	145	25	97	7	21	62	21	-16	26	21	-50	26	21	-50	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	5270046902118333881	2192	b	elandor_ashenward_march	241	0	-1004	145	25	97	8	22	45	22	-30	45	22	-30	45	22	-30	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	16178445837170081103	1713	a	elandor_highcourt	49	0	-1196	145	25	97	7	21	59	21	-17	31	21	-45	31	21	-45	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	16178445837170081103	1713	b	elandor_ashenward_march	241	0	-1004	145	25	97	8	22	57	22	-18	57	22	-18	57	22	-18	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	15219119262482319357	1047	a	elandor_highcourt	49	0	-1196	145	25	97	7	21	63	21	-17	27	21	-49	27	21	-49	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	15219119262482319357	1047	b	elandor_ashenward_march	241	0	-1004	145	25	97	8	22	69	22	-22	69	22	-22	69	22	-22	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	17842018860885445630	3438	a	elandor_highcourt	49	0	-1196	145	25	97	7	21	47	21	-29	33	21	-43	33	21	-43	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_006	17842018860885445630	3438	b	elandor_ashenward_march	241	0	-1004	145	25	97	8	22	50	22	-25	50	22	-25	50	22	-25	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	0	0	a	elandor_silverleaf_glades	201	1879	-2286	297	25	57	7	21	28	21	-8	28	21	-8	28	21	-8	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	0	0	b	elandor_starbough_vale	393	2071	-2094	297	25	57	8	22	69	10	-22	202	-123	-155	202	-123	-155	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	5270046902118333881	2192	a	elandor_silverleaf_glades	201	1879	-2286	297	25	57	7	21	44	21	2	43	21	3	43	21	3	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	5270046902118333881	2192	b	elandor_starbough_vale	393	2071	-2094	297	25	57	8	22	64	15	-17	154	-75	-107	154	-75	-107	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	16178445837170081103	1713	a	elandor_silverleaf_glades	201	1879	-2286	297	25	57	7	21	42	21	4	41	21	5	41	21	5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	16178445837170081103	1713	b	elandor_starbough_vale	393	2071	-2094	297	25	57	8	22	58	21	-11	185	-106	-138	185	-106	-138	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	15219119262482319357	1047	a	elandor_silverleaf_glades	201	1879	-2286	297	25	57	7	21	27	21	-9	27	21	-9	27	21	-9	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	15219119262482319357	1047	b	elandor_starbough_vale	393	2071	-2094	297	25	57	8	22	64	15	-17	189	-110	-142	189	-110	-142	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	17842018860885445630	3438	a	elandor_silverleaf_glades	201	1879	-2286	297	25	57	7	21	25	21	-11	25	21	-11	25	21	-11	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_007	17842018860885445630	3438	b	elandor_starbough_vale	393	2071	-2094	297	25	57	8	22	65	14	-18	218	-139	-171	218	-139	-171	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	0	0	a	elandor_starbough_vale	55	1800	-1996	151	25	97	7	21	57	21	-19	191	-73	-145	191	-73	-145	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	0	0	b	elandor_lethariel	247	1800	-1804	151	25	97	8	22	55	22	-20	55	22	-20	55	22	-20	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	5270046902118333881	2192	a	elandor_starbough_vale	55	1800	-1996	151	25	97	7	21	59	21	-17	159	-41	-113	159	-41	-113	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	5270046902118333881	2192	b	elandor_lethariel	247	1800	-1804	151	25	97	8	22	66	22	-19	66	22	-19	66	22	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	16178445837170081103	1713	a	elandor_starbough_vale	55	1800	-1996	151	25	97	7	21	45	21	-31	182	-64	-136	182	-64	-136	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	16178445837170081103	1713	b	elandor_lethariel	247	1800	-1804	151	25	97	8	22	54	22	-21	54	22	-21	54	22	-21	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	15219119262482319357	1047	a	elandor_starbough_vale	55	1800	-1996	151	25	97	7	21	48	21	-28	197	-79	-151	197	-79	-151	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	15219119262482319357	1047	b	elandor_lethariel	247	1800	-1804	151	25	97	8	22	47	22	-28	47	22	-28	47	22	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	17842018860885445630	3438	a	elandor_starbough_vale	55	1800	-1996	151	25	97	7	21	61	21	-15	198	-80	-152	198	-80	-152	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_008	17842018860885445630	3438	b	elandor_lethariel	247	1800	-1804	151	25	97	8	22	64	22	-17	64	22	-17	64	22	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_009	0	0	a	elandor_lethariel	49	1800	-1196	145	97	97	7	21	50	-26	-26	50	-26	-26	50	-26	-26	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	0	0	b	elandor_glassroot_wilds	241	1800	-1004	145	97	97	8	22	154	-35	-35	154	-35	-35	154	-35	-35	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	5270046902118333881	2192	a	elandor_lethariel	49	1800	-1196	145	97	97	7	21	67	-9	-9	67	-9	-9	67	-9	-9	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	5270046902118333881	2192	b	elandor_glassroot_wilds	241	1800	-1004	145	97	97	8	22	193	-74	-74	193	-74	-74	193	-74	-74	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	16178445837170081103	1713	a	elandor_lethariel	49	1800	-1196	145	97	97	7	21	61	-15	-15	61	-15	-15	61	-15	-15	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	16178445837170081103	1713	b	elandor_glassroot_wilds	241	1800	-1004	145	97	97	8	22	147	-28	-28	147	-28	-28	147	-28	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	15219119262482319357	1047	a	elandor_lethariel	49	1800	-1196	145	97	97	7	21	64	-12	-12	64	-12	-12	64	-12	-12	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	15219119262482319357	1047	b	elandor_glassroot_wilds	241	1800	-1004	145	97	97	8	22	154	-35	-35	154	-35	-35	154	-35	-35	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	17842018860885445630	3438	a	elandor_lethariel	49	1800	-1196	145	97	97	7	21	60	-16	-16	60	-16	-16	60	-16	-16	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_009	17842018860885445630	3438	b	elandor_glassroot_wilds	241	1800	-1004	145	97	97	8	22	180	-61	-61	180	-61	-61	180	-61	-61	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_010	0	0	a	kragmar_stillgrave_hollow	216	-1884	2271	312	9	25	7	21	35	11	-5	15	21	11	58	-12	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	0	0	b	kragmar_mournfen	408	-2076	2079	312	9	25	8	22	11	22	8	16	22	13	16	22	13	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	5270046902118333881	2192	a	kragmar_stillgrave_hollow	216	-1884	2271	312	9	25	7	21	33	13	-3	17	21	13	65	-19	-35	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	5270046902118333881	2192	b	kragmar_mournfen	408	-2076	2079	312	9	25	8	22	15	22	12	17	22	14	17	22	14	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	16178445837170081103	1713	a	kragmar_stillgrave_hollow	216	-1884	2271	312	9	25	7	21	28	18	2	15	21	11	55	-9	-25	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	16178445837170081103	1713	b	kragmar_mournfen	408	-2076	2079	312	9	25	8	22	6	19	3	19	22	12	19	22	12	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	15219119262482319357	1047	a	kragmar_stillgrave_hollow	216	-1884	2271	312	9	25	7	21	33	13	-3	16	21	12	57	-11	-27	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	15219119262482319357	1047	b	kragmar_mournfen	408	-2076	2079	312	9	25	8	22	7	20	4	14	22	11	14	22	11	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	17842018860885445630	3438	a	kragmar_stillgrave_hollow	216	-1884	2271	312	9	25	7	21	30	16	0	14	21	10	66	-20	-36	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_010	17842018860885445630	3438	b	kragmar_mournfen	408	-2076	2079	312	9	25	8	22	21	22	10	8	21	5	8	21	5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_011	0	0	a	kragmar_mournfen	55	-1800	1996	151	41	41	7	21	11	-9	-9	11	-9	-9	11	-9	-9	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	0	0	b	kragmar_nhal_veyr	247	-1800	1804	151	41	41	8	22	91	-28	-28	115	-52	-52	115	-52	-52	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	5270046902118333881	2192	a	kragmar_mournfen	55	-1800	1996	151	41	41	7	21	10	-10	-10	10	-10	-10	10	-10	-10	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	5270046902118333881	2192	b	kragmar_nhal_veyr	247	-1800	1804	151	41	41	8	22	95	-32	-32	115	-52	-52	115	-52	-52	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	16178445837170081103	1713	a	kragmar_mournfen	55	-1800	1996	151	41	41	7	21	6	-14	-14	6	-14	-14	6	-14	-14	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	16178445837170081103	1713	b	kragmar_nhal_veyr	247	-1800	1804	151	41	41	8	22	96	-33	-33	118	-55	-55	118	-55	-55	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	15219119262482319357	1047	a	kragmar_mournfen	55	-1800	1996	151	41	41	7	21	12	-8	-8	12	-8	-8	12	-8	-8	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	15219119262482319357	1047	b	kragmar_nhal_veyr	247	-1800	1804	151	41	41	8	22	75	-12	-12	130	-67	-67	130	-67	-67	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	17842018860885445630	3438	a	kragmar_mournfen	55	-1800	1996	151	41	41	7	21	16	-4	-4	16	-4	-4	16	-4	-4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_011	17842018860885445630	3438	b	kragmar_nhal_veyr	247	-1800	1804	151	41	41	8	22	105	-42	-42	127	-64	-64	127	-64	-64	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_012	0	0	a	kragmar_nhal_veyr	49	-1800	1196	145	97	145	7	21	78	2	-46	105	21	-19	105	21	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	0	0	b	kragmar_blackwind_rise	241	-1800	1004	145	97	145	8	22	131	22	-12	131	22	-12	131	22	-12	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	5270046902118333881	2192	a	kragmar_nhal_veyr	49	-1800	1196	145	97	145	7	21	116	21	-8	90	14	-34	90	14	-34	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	5270046902118333881	2192	b	kragmar_blackwind_rise	241	-1800	1004	145	97	145	8	22	134	22	-15	134	22	-15	134	22	-15	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	16178445837170081103	1713	a	kragmar_nhal_veyr	49	-1800	1196	145	97	145	7	21	83	7	-41	105	21	-19	105	21	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	16178445837170081103	1713	b	kragmar_blackwind_rise	241	-1800	1004	145	97	145	8	22	177	-10	-58	177	-10	-58	177	-10	-58	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	15219119262482319357	1047	a	kragmar_nhal_veyr	49	-1800	1196	145	97	145	7	21	116	21	-8	92	16	-32	92	16	-32	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	15219119262482319357	1047	b	kragmar_blackwind_rise	241	-1800	1004	145	97	145	8	22	132	22	-13	132	22	-13	132	22	-13	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	17842018860885445630	3438	a	kragmar_nhal_veyr	49	-1800	1196	145	97	145	7	21	126	21	-8	93	17	-31	93	17	-31	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_012	17842018860885445630	3438	b	kragmar_blackwind_rise	241	-1800	1004	145	97	145	8	22	206	-39	-87	206	-39	-87	206	-39	-87	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
