schema	grug_wp40_census_occupied_classes_v3
scan_schema	grug_wp40_census_scan_v6
seed_set	explicit
seeds	7
column	occupied	family	site	branch	verdict	universal	seed_count	row_count	witness_seed
column	derived	family	site	branch	verdict	seed_count	row_count	witness_seed
occupied	edge	land_057	ordinary_interval_select	DECIDED	-	7	7	0
occupied	edge	land_058	ordinary_interval_select	DECIDED	-	7	7	0
occupied	edge	land_059	ordinary_interval_select	DECIDED	-	7	7	0
occupied	edge	land_060	ordinary_interval_select	DECIDED	-	7	7	0
occupied	edge	land_061	ordinary_interval_select	DECIDED	-	7	7	0
occupied	scan2_edge	land_001	scan2_exactly_one_complete_select	DECIDED	-	7	7	0
occupied	scan2_edge	land_004	scan2_exactly_one_complete_select	DECIDED	-	6	6	0
occupied	scan2_edge	land_004	scan2_multi_complete_select	DECIDED	-	1	1	343674299183575008
occupied	scan2_edge	land_007	scan2_exactly_one_complete_select	DECIDED	-	6	6	0
occupied	scan2_edge	land_007	scan2_multi_complete_select	DECIDED	-	1	1	2147483648
occupied	scan2_edge	land_010	scan2_exactly_one_complete_select	DECIDED	-	6	6	0
occupied	scan2_edge	land_010	scan2_multi_complete_select	DECIDED	-	1	1	1959553668008863006
occupied	scan2_edge	land_013	scan2_exactly_one_complete_select	DECIDED	-	7	7	0
occupied	scan2_edge	land_016	scan2_exactly_one_complete_select	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_001:to	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_004:from	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_004:to	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_007:from	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_010:to	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_013:from	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_013:to	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_endpoint	bay_edge_transition:land_016:from	scan2_counting_evaluated	DECIDED	-	7	7	0
occupied	scan2_tuple	land_001	scan2_tuple_complete	DECIDED	-	7	7	0
occupied	scan2_tuple	land_004	scan2_tuple_bank_incomplete	DECIDED	-	1	2	343674299183575008
occupied	scan2_tuple	land_004	scan2_tuple_complete	DECIDED	-	7	8	0
occupied	scan2_tuple	land_007	scan2_tuple_complete	DECIDED	-	7	8	0
occupied	scan2_tuple	land_010	scan2_tuple_bank_incomplete	DECIDED	-	1	1	16178445837170081103
occupied	scan2_tuple	land_010	scan2_tuple_complete	DECIDED	-	7	8	0
occupied	scan2_tuple	land_013	scan2_tuple_bank_incomplete	DECIDED	-	1	1	343674299183575008
occupied	scan2_tuple	land_013	scan2_tuple_complete	DECIDED	-	7	7	0
occupied	scan2_tuple	land_016	scan2_tuple_complete	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:elandor_east:after	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:elandor_east:before	aperture_direct_select	DECIDED	-	6	6	0
occupied	scan3_aperture	bay_mouth_aperture:elandor_east:before	aperture_tail_select	DECIDED	-	1	1	16178445837170081103
occupied	scan3_aperture	bay_mouth_aperture:elandor_west:after	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:elandor_west:before	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:kragmar_east:after	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:kragmar_east:before	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:kragmar_west:after	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_aperture	bay_mouth_aperture:kragmar_west:before	aperture_direct_select	DECIDED	-	7	7	0
occupied	scan3_bank	bay_bank:elandor_east:lorindor	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3_bank	bay_bank:elandor_west:whitebridge	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3_bank	bay_bank:kragmar_east:whispering	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3_bank	bay_bank:kragmar_west:speargrass	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3_selection	bay_bank:elandor_east:lorindor	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3_selection	bay_bank:elandor_west:whitebridge	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3_selection	bay_bank:kragmar_east:whispering	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3_selection	bay_bank:kragmar_west:speargrass	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:east	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:east	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:north	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:northeast	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:northeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:northwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:northwest	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:south	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:southeast	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:southeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:southwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:southwest	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:southwest	water_side	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:west	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_east:lorindor:west	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:east	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:east	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:north	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:northeast	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:northeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:northwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:northwest	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:south	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:southeast	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:southeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:southwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:southwest	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:southwest	water_side	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:west	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:elandor_west:whitebridge:west	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:east	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:north	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:northeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:northeast	water_side	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:northwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:south	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:southeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:southwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_east:whispering:west	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:east	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:east	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:north	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:northeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:northeast	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:northeast	water_side	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:northwest	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:northwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:south	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:southeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:southeast	previous	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:southwest	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:southwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:west	admitted	DECIDED	-	7	7	0
occupied	scan3_step	bay_bank:kragmar_west:speargrass:west	noncandidate	DECIDED	-	7	7	0
occupied	scan3_width	bay_elandor_east	bay_bank_width_positive	DECIDED	-	7	7	0
occupied	scan3_width	bay_elandor_west	bay_bank_width_positive	DECIDED	-	7	7	0
occupied	scan3_width	bay_kragmar_east	bay_bank_width_positive	DECIDED	-	7	7	0
occupied	scan3_width	bay_kragmar_west	bay_bank_width_positive	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:elandor_east:left	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:elandor_east:right	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:elandor_west:left	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:elandor_west:right	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:kragmar_east:left	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:kragmar_east:right	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:kragmar_west:left	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3_wing	bay_wing:kragmar_west:right	wing_wedge_valid_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_east:dawnmere	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_east:goldmead	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_east:silverleaf	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_east:starbough	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_west:copperfell	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_west:dawnmere	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_west:goldmead	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:elandor_west:hearthpine	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_east:kapok	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_east:raincall	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_east:redtusk	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_east:sunscar	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_west:mournfen	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_west:redtusk	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_west:stillgrave	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_bank	bay_bank:kragmar_west:sunscar	bank_trace_complete_select	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_east:dawnmere	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_east:dawnmere	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_east:goldmead	branch_first_reachable	DECIDED	-	6	6	2147483648
occupied	scan3b_selection	bay_bank:elandor_east:goldmead	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_east:silverleaf	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_east:silverleaf	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_east:starbough	branch_first_reachable	DECIDED	-	6	6	0
occupied	scan3b_selection	bay_bank:elandor_east:starbough	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:copperfell	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:copperfell	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:dawnmere	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:dawnmere	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:goldmead	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:goldmead	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:hearthpine	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:elandor_west:hearthpine	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:kapok	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:kapok	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:raincall	branch_first_reachable	DECIDED	-	6	6	0
occupied	scan3b_selection	bay_bank:kragmar_east:raincall	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:redtusk	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:redtusk	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:sunscar	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_east:sunscar	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_west:mournfen	branch_first_reachable	DECIDED	-	5	5	0
occupied	scan3b_selection	bay_bank:kragmar_west:mournfen	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_west:redtusk	branch_first_reachable	DECIDED	-	4	4	0
occupied	scan3b_selection	bay_bank:kragmar_west:redtusk	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_west:stillgrave	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_west:stillgrave	branch_later_reachable	DECIDED	-	1	1	1959553668008863006
occupied	scan3b_selection	bay_bank:kragmar_west:stillgrave	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_west:sunscar	branch_first_reachable	DECIDED	-	7	7	0
occupied	scan3b_selection	bay_bank:kragmar_west:sunscar	single_admitted_untested	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:east	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:east	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:east	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:east	seen_column	DECIDED	-	4	4	2147483648
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:north	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:north	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:northeast	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:northeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:northeast	previous	DECIDED	-	5	5	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:northwest	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:northwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:northwest	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:south	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:south	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:south	seen_column	DECIDED	-	3	3	343674299183575008
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southeast	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southeast	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southeast	seen_column	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southeast	x_cross	DECIDED	-	3	3	343674299183575008
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southwest	admitted	DECIDED	-	5	5	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southwest	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southwest	seen_column	DECIDED	-	6	6	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:southwest	x_cross	DECIDED	-	2	2	16178445837170081103
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:west	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:west	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:west	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:west	seen_column	DECIDED	-	2	2	16178445837170081103
occupied	scan3b_step	bay_bank:elandor_east:dawnmere:west	water_side	DECIDED	-	4	4	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:east	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:east	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:east	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:north	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:north	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:northeast	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:northeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:northwest	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:northwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:northwest	previous	DECIDED	-	1	1	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:south	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:south	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:south	seen_column	DECIDED	-	3	3	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:south	water_side	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southeast	admitted	DECIDED	-	1	1	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southeast	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southeast	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southeast	seen_column	DECIDED	-	5	5	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southeast	x_cross	DECIDED	-	3	3	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southwest	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southwest	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southwest	seen_column	DECIDED	-	3	3	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:southwest	x_cross	DECIDED	-	1	1	2147483648
occupied	scan3b_step	bay_bank:elandor_east:goldmead:west	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:west	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:west	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:goldmead:west	seen_column	DECIDED	-	1	1	2147483648
occupied	scan3b_step	bay_bank:elandor_east:silverleaf:east	admitted	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:silverleaf:east	noncandidate	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:silverleaf:east	previous	DECIDED	-	7	7	0
occupied	scan3b_step	bay_bank:elandor_east:silverleaf:east	seen_column	DECIDED	-	3	3	2147483648
