authority/protection	pre_closed/post_open/hard/prior/bypass/empty
executed_module	mods/MAPGEN/grug_mapgen/wp40/zones.lua
executed_module	mods/PLAYER/grug_factions/init.lua
gathering/herb_authority	closed/authorized/single_registration
manifest/anchor_delta_sha256	8f79b4bc99a9b853b3c4c6bf695d8c7de1dd96b2b0f3c53264c4c439bd634f73
manifest/full_sha256	d136956de26624c137bdf2d16b607f3dfc60428d8796c3d77145459eeaed71ef
manifest/p9g_delta_sha256	1be34a63db318c1418a7fd5841a64e93d901e97b91f1953b3bb82acc836b55d7
mapgen/generated_vector_normalized	true
native/allowlist_sha256	d1fe4ac1c7cbe5525af65bde48cc4309870c01e4d474785f2cf0cda3d2639480
native/noise_order	mgv7_np_terrain_base,mgv7_np_terrain_alt,mg_biome_np_heat,mg_biome_np_humidity,mg_biome_np_heat_blend,mg_biome_np_humidity_blend
native/noise_sha256	5a1183a0db4dcbf7c2fce382e907660bfd26e53325d370f62a2d9e78c04d8738
native/ore_order_sha256	80b2db6b396142335ac8b764525b301191b6139ebf7058fd802c11d7b64b5026
p9g/root_pair	accepted/fixed_or_protected
production/commit_calls	1/0/1/0
production/emerged_vector_normalized	true
production/owner_ledger_sha256	c6d11486e03cecf70cdef05fb82cb691e27134b9e001d786cbe0972f14697424
production/owner_run_sha256	e4abb07ea9b052bd560903a21a45ac4daaf18052eccc0b84980b8f00b1a0946d
production/owner_transaction	applied_cl/2
production/readonly_halo_ignore_preserved	true
production/replay_metrics	2/0/2/0
projection/stage_a_sha256	e4e95c28fac53bd11800194dfe56fbe2c0cb53f705fda809f2ee05a947815130
projection/stage_b_sha256	1012058c27d7f63ceb7287890929c34d52e188eee6d8cda5fa4852afcd3ecbe9
registration/default_alias_count	26
registration/mob_projection_sha256	0787a020ab03c2e33c33c1687cee62332f1b1323235f0e4d87345da0b2b3f916
registration/mob_spawn_population	42/45/2/9
registration/trader_projection_sha256	091153dfbf4f52bc0a3adac48f94647d9ab7a59fc35d8cdabaf6ce8a66814ee2
runtime/bounded_build	3/1/2/2/2/2
runtime/r5_r6_selectors	zones/1/r5/1/settlement/1
runtime/zones_anchor	anchor_008/8/0/36/-1500
runtime/zones_sample_sha256	4d398a6515b9d70b0a0a1f291cddcfddf0d625f5cb01b6c0d5ec03705b08f602
schema	grug_wp40_r7_micro_kat_v1
source/changed_production_lua_count	74
source/changed_production_lua_sha256	6e7dd6b7c0442a51133d0456de071296bf28c35b4c33d4e91e75c57702c961b6
source/executed_module_count	74
source/executed_module_roster_sha256	e9d0f9bb46e7b6854b0e4581b141f4c32574336ca40334a19e5bac23196ec028
template/engine_vector_normalized	true
output_sha256	99f4f21e4417cf5ca42e5cfc0b4a3f0f542c6dedf5d3c07e18688b61514cf82a
