schema	grug_wp40_r8_performance_micro_kat_receipt_v1
input_set_sha256	d097b5181ab269538abdd972613c02b9283396854a32de0af958858116eb815a
input_population	111
executed_module_population	15
executed_module_roster_sha256	3767d7d2e844947784ca86ed2dbd74ccf3b43d69c2684b0d2d9dd348acee6de6
luajit_binary_sha256	4fd1f5075a6cb15c933f5abaf7ad4b203c8926ab27261c334b41c9bc5e40a1a6
puc51_binary_sha256	a1a427f38260513b64158630bc2b7d2fccfa31b48129efbfbcc60e02e4960a4f
luajit_output_sha256	660a89a975980460b734f2ded1cc7e4e3e6004668f77dfb512d30297b03ad17e
puc51_output_sha256	660a89a975980460b734f2ded1cc7e4e3e6004668f77dfb512d30297b03ad17e
canonical_output_filename	wp40-r8-performance-micro-kat-output.tsv
canonical_output_sha256	660a89a975980460b734f2ded1cc7e4e3e6004668f77dfb512d30297b03ad17e
canonical_output_bytes	3531
luajit_log_filename	wp40-r8-performance-micro-kat-luajit.log
luajit_log_sha256	a1bed3adda3889762663e19d92dccb3d481e1baecd56eec770e1f83acbfeade3
luajit_log_bytes	135
luajit_exit_status	0
puc51_log_filename	wp40-r8-performance-micro-kat-puc51.log
puc51_log_sha256	baa7367560e54733997d883b1a5d5cb2b54de675694759bbda08c5671b759764
puc51_log_bytes	134
puc51_exit_status	0
byte_identical	true
input	mods/ENTITIES/grug_mobs/mirefolk.lua	8855b1e715edaff7857ba2a83635567e9a6649b47a4509a51cd2b7f4c3e92b6b
input	mods/ENTITIES/grug_mobs/panther.lua	1961a0be6c59beb5f99828820baa5f259761968132c01dade1b57fcb5f012727
input	mods/ENTITIES/grug_mobs/parrot.lua	c10e70aac780d8ac994ff22ee1ad7dcfc7b7fdb31ab00e2f790efc6a28221c88
input	mods/ENTITIES/grug_mobs/patrol.lua	4aace25a5555240cba3905634daa134fc91d16e0d370234ab8f6682f282d7951
input	mods/ENTITIES/grug_mobs/rabbit.lua	c056f347166b32237cd990c9b9a9b3a967ff4f2743f24fd3ea85ef296dc39845
input	mods/ENTITIES/grug_mobs/ram.lua	f72cb3cd2b5a44f7f63a73c72b0b8cdf6d82edd673f99a9e92e957da6036f5d4
input	mods/ENTITIES/grug_mobs/rares.lua	e1d18a50635afd9bd687bea0b1e19ee9f832c6ea431f6f041b7fa8c6ede2f98b
input	mods/ENTITIES/grug_mobs/serpent.lua	e54860b88b8e02ff348a532e0ab8c91cdd8bba957e8d3083b3432e4f7fd9aa26
input	mods/ENTITIES/grug_mobs/skeleton_archer.lua	169e925b0513fd0e766aba22cd4592823f721a11ae1988101cbbc18f03c13235
input	mods/ENTITIES/grug_mobs/skeleton_raider.lua	1f4be61561a848457c4e002b6fa4294071214c6c6f9fc96998c201d485aa9e62
input	mods/ENTITIES/grug_mobs/spawn_policy.lua	8d3165dd67b3c923cafd0beb15f858b0dad1b9a360fc2a7f6a6e04454388395c
input	mods/ENTITIES/grug_mobs/spider.lua	1652a31d46b4fd0e6ccb5b05693dc28fe8d6a8ed3155a50861b54dc9720df13d
input	mods/ENTITIES/grug_mobs/stag.lua	b00ae7e87d84675e0970d5d3731ac477ed6a1a7e77f2259499643d527dbdf856
input	mods/ENTITIES/grug_mobs/target_frame.lua	4efdafb1c42bbabf8aa058b9b53a2e895950fbbb198ce44305fe81a7f9607260
input	mods/ENTITIES/grug_mobs/telegraph.lua	aa3b5d8d8fb0d30b5cbfd236c01f3d8b1f288aa84b64fce323b26aab0a09d4dd
input	mods/ENTITIES/grug_mobs/verbs.lua	dd5bbe2980c2c4083672c38c7e4ae9e0d32d854863012073614a85d6158f82b2
input	mods/ENTITIES/grug_mobs/wolf.lua	57d5cc644e810bf093c92ee447313720098c55ea1ccfc5e1622fcbf686cc348c
input	mods/ENTITIES/grug_mobs/zebra.lua	1839e11c50823f4af293b034e2008f9f282de47c5656d69eb1a65e907d144ad5
input	mods/ENTITIES/grug_mobs/zombie.lua	dee65dcc162b2087d22965169448c427c69a10b900979610463f0108d0962d4d
input	mods/ENTITIES/grug_traders/vendors.lua	9cd425f9a6aae8af071f33336d75d37d4d7b1aed6e7bd1bb881b4e46dde79c5a
input	mods/ITEMS/grug_gathering/catalog.lua	5b6a5510be124a462f897184c66c4ff9b2a02dcefe4b414cfcd7debaabd3c6be
input	mods/ITEMS/grug_gathering/harvest.lua	d166c26cf65f20c449cb25a28f61335265db6e6842e1210e7045be30c6377ca8
input	mods/ITEMS/grug_gathering/init.lua	724fe82adaa0659f193bf93fe8e07f5add6c12e933e872d5cb4975a602012318
input	mods/ITEMS/grug_gathering/nodes.lua	df082b58d7d41276dcbec163603f95181d64d258ca1464233bac672dda1cb354
input	mods/ITEMS/grug_materials/audit.lua	88628985640b07f9cc69086ed47f2f9208e859770425c584a5a850a90d1898c5
input	mods/ITEMS/grug_materials/derivatives.lua	620b66a60a6711df324ed0a7736fc234443ffecf6cd8b7c76e337211cff843d4
input	mods/ITEMS/grug_materials/init.lua	0c2b9d960e6f2d382ad58f02da24b139e06778d765f565c1f834191b8055c7ca
input	mods/ITEMS/grug_materials/migration.lua	9d1bb8484b17e6d264cadf83ab84c3a5e32ce31bace2d09ee9fbd6a52ec1ee02
input	mods/ITEMS/grug_materials/mining.lua	23f49e7f688d65b0900e6648e4ebb9d397cb99f7ad328684aa30f69af4b44457
input	mods/ITEMS/grug_materials/ores.lua	70e8e072630ee1d12a9eeaf9780d84cb0503d8578fc59de26b367cd9fb8d38b5
input	mods/ITEMS/grug_materials/overrides.lua	b1275283ee68c57ec8ca9d837413ca3b0e4b2274ea7001a0ad85f8025ddbab59
input	mods/ITEMS/grug_materials/registry.lua	19726e271f2dea925dac0cd883474522491e1a373aab2d691277b8916af7b487
input	mods/ITEMS/grug_nodes/init.lua	7809df688e8f5f122536fc77fed736398b5865e3ca3ddfe3578abce53e86c742
input	mods/ITEMS/grug_nodes/ore_respawn.lua	71adf204f941fef42e729eacb7b9068c01a3a61594c6cd7b8dfae8c884133629
input	mods/ITEMS/grug_trees/init.lua	7c8b1a554bbe8f122260d83c671c2c6ba801a7c82e375e178c7ae129f277e1d3
input	mods/MAPGEN/grug_mapgen/init.lua	fd77453171f64b9788227a1f9676d5ea7c2040b61e8be9fe0596f27fc61e5210
input	mods/MAPGEN/grug_mapgen/wp40/canonical.lua	28022454cadac7aba838873c955ce4ab5c96ff995efef2bc729490b309935716
input	mods/MAPGEN/grug_mapgen/wp40/deterministic.lua	ddf478e4fc0714a0551325e88550ef900e86e318091e11938b82ab51542275e9
input	mods/MAPGEN/grug_mapgen/wp40/height.lua	c61ad2f714adcefac2d5c5478d9f3f86666a170ba835e2153bce2034f4ec3e10
input	mods/MAPGEN/grug_mapgen/wp40/index128.lua	391c741fb7862732fe11eae788dd34b9dc001ca9b8cc5eaa842d921d2767c2d2
input	mods/MAPGEN/grug_mapgen/wp40/map_adapter.lua	9ffa6b6e11d66acc848a65d7ca9d2a39a94266fc457060e8ada66eb7c2c51ac8
input	mods/MAPGEN/grug_mapgen/wp40/mapgen_manifest.lua	c17cd259af1075fc7f3c27cee9c50cde251f92b1ba71d2fbe35fa7035af5fd58
input	mods/MAPGEN/grug_mapgen/wp40/r5.lua	ac1313c6148d97c1b2a7d06bd80d5c3a7867d2f28409177e81114fc6faaf40fb
input	mods/MAPGEN/grug_mapgen/wp40/r6.lua	f9b1bc7b34ed9a358cd9459dd567bc3cce988fdc1322e560b6387d659640bc36
input	mods/MAPGEN/grug_mapgen/wp40/r6_content.lua	14e48048eea81fe8c4e5dd2bf26d3d8e27b3a45b66bd538d1afe0c3089750c3a
input	mods/MAPGEN/grug_mapgen/wp40/r6_hash.lua	ff50b07bd1448e78a21807fe1f1166de60142a0bae7d354a7d47c6a5aa8488b4
input	mods/MAPGEN/grug_mapgen/wp40/r6_planner.lua	3ca5a5a7ed38f0ab1a2c612d512ee5571402ba2c79afb9cb93965013f7eac07d
input	mods/MAPGEN/grug_mapgen/wp40/r6_settlement.lua	d1152b5be6156e0e513ba0d69520860984d3bae8aa7ba0da9895e1b88abdb53c
input	mods/MAPGEN/grug_mapgen/wp40/r6_templates.lua	61559b34c51064eed5ebb690837a805d8c94e6c831186efe33ce25a1f9733ac7
input	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_activation.lua	5fc90f58a15f6e6439383018717fdde8cc12e6c75fbc1499c38c0e5b5b1874a6
input	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_roster.lua	48d4908c69fa254e8d3b9ac31c7f9e7a4f0c60f85975334216829fa575eb7a4a
input	mods/MAPGEN/grug_mapgen/wp40/r7_consumer_payload.lua	abab355a359beac36a26c65e44dcb22a25067c921ff52a0d38a94f03debc92a0
input	mods/MAPGEN/grug_mapgen/wp40/r7_content.lua	9defcb3d75502acb7840f5ebdd31eef2b1a3f966c12543e8235f16b891a193e6
input	mods/MAPGEN/grug_mapgen/wp40/r7_loader.lua	d7f90c9a1aca849ebc42a57ecbf76b7a59cfc49f1b157427018e565eb3731d4b
input	mods/MAPGEN/grug_mapgen/wp40/r7_manifest.lua	4d15831e439c8696e098d9986f3c88b6f96528ab59f30b284f5b5c19e837217c
input	mods/MAPGEN/grug_mapgen/wp40/r7_mapgen.lua	5bba82c7d69a2f5ed5565903e6483b6ee9870c19ded8960218f3f0bbc0e72c70
input	mods/MAPGEN/grug_mapgen/wp40/r7_native.lua	b70b5df7328c5c1bea43c14acad6621d06cdc7de8ccf76df8c8515fa4dea0a6d
input	mods/MAPGEN/grug_mapgen/wp40/r7_p9g.lua	2717c94a8e7555c2a46d7b859882059faa1556b65d64b3abcf570e64847edc08
input	mods/MAPGEN/grug_mapgen/wp40/r7_r6_manifest.lua	284426523d04dc76be38bc656690eed0959ec260875bbe18a154c61a6f1a4cf5
input	mods/MAPGEN/grug_mapgen/wp40/r7_runtime.lua	b0a8ec1439d1fc9a4e5dfdfb2fdf258bf411d463ce042705418529d3883c3c5f
input	mods/MAPGEN/grug_mapgen/wp40/r7_successor.lua	372c8651609a7bb08f844debce11dc638bdb33bb01bca83022acb45107a87e73
input	mods/MAPGEN/grug_mapgen/wp40/r7_template_source.lua	3f18f7705be22a6d6e325e1009260cf13cb4046ef39dd636acfc118d4f384c45
input	mods/MAPGEN/grug_mapgen/wp40/r7_zone_overlay.lua	4ecd15b291ad474495493c4ecbedf79fb89c4cbbe5ff160c5ed6016319ce2069
input	mods/MAPGEN/grug_mapgen/wp40/schemas.lua	1f3825d1b77972637c850fad32a56a3a0fe08962b14b6c1b107846b7b0004166
input	mods/MAPGEN/grug_mapgen/wp40/simple_map.lua	55e507a6e5b2d73bf23233d9ab5e515ad150dbce77c6dc6c158a6133f4e27dfc
input	mods/MAPGEN/grug_mapgen/wp40/source/simple_map.lua	5d4e2726dabbb900e47e7a8bef2a225011e6b003f48de485f752cde88fc7c17f
input	mods/MAPGEN/grug_mapgen/wp40/zones.lua	61799ed630bf0f30a8f998dd9c0aec1a2e133460ed02d502aa98f15ad13d125c
input	mods/MAPGEN/grug_mapgen/wp43_handoff.lua	14883f4ad90dcb1c18b6a093cbbb12cee300894d35db4e7974d6eef9c25a5be4
input	mods/PLAYER/grug_factions/init.lua	c5c37a83be37b45fec224901adf668cff1f2e4dd44dda88de8e736fe7f787386
input	reference_projects/luanti/builtin/game/item.lua	26765ffae9693bc7bedef9cb402fb073a7f7773a0a55725c84c318379ce89dc7
input	reference_projects/luanti/builtin/game/register.lua	965dc9a6d68d8ad7e63679230a560091d12be2782091a7502bcf61cddf0fc952
input	tools/wp40/r6/common.lua	3dd6e326fb252a7f43cf2b577ea4fe4e8a1ebd880181f8c3e34828916f89d534
input	tools/wp40/r7/contract.lua	3939217e182f83ded4ad51966db5ea271ffcbf4dda508987af57f23a6ccaff7c
input	tools/wp40/r7/final_micro.sh	b58a17a7928582bfc5a49d4e2a005ed1f11c1dc1e3dce2a021fe1975f7c1dac1
input	tools/wp40/r7/micro_kat.lua	d9eb93fd07382e9adfddc8bb0f3524b67ab95d81462208d2d08ac7b473882cbd
input	tools/wp40/r7/micro_kat_fixture.lua	063ba42a4c01aad2338db7890e4509b033dc619dea0f88ec0660134f013ef215
input	tools/wp40/r7/node_semantics_fixture.lua	da8ddf922ca6c865bd8fddbca416641a15c37730209b4e76bc0d6fdcf50f4eb9
input	tools/wp40/r8/performance_changed_production_lua.txt	3767d7d2e844947784ca86ed2dbd74ccf3b43d69c2684b0d2d9dd348acee6de6
input	tools/wp40/r8/performance_final_micro.sh	da35a0f470e64b0f2e3f51c25ab83b647464fe06a9e85b96b95a259577adb906
input	tools/wp40/r8/performance_micro_inputs.txt	7f65125838147cf33319eb696150a19f8dff1a7bf950078648368d84714f0504
input	tools/wp40/r8/performance_micro_kat_cli.lua	3ba6c8fdfd77aee951d7a2f92763ed5bba849f2fce3d992752e01ed8546a666f
input	tools/wp40/simple_map_r5_vm.lua	04840dbf74486e78602f34d8fafdd6eafe50d4c81d1621574a357e77b76588f4
