schema	grug_wp40_r7_micro_kat_receipt_v1
input_set_sha256	eb2ce545a3d8ad33d7e207cc1eb7cd40e9d1ea4354d632fb0ef149b95b4eb834
input_population	100
executed_module_population	71
executed_module_roster_sha256	e91819443b4bdbd25fdff070d791d9981d68e5a7171d33bf3b315eca8acab04f
luajit_binary_sha256	4fd1f5075a6cb15c933f5abaf7ad4b203c8926ab27261c334b41c9bc5e40a1a6
puc51_binary_sha256	a1a427f38260513b64158630bc2b7d2fccfa31b48129efbfbcc60e02e4960a4f
luajit_output_sha256	3e4e7e3a7914b6c5c9cf2348c3ff8f7626989f14e82f43b38d55bc90fe95bcb6
puc51_output_sha256	3e4e7e3a7914b6c5c9cf2348c3ff8f7626989f14e82f43b38d55bc90fe95bcb6
canonical_output_filename	wp40-r7-micro-kat-output.tsv
canonical_output_sha256	3e4e7e3a7914b6c5c9cf2348c3ff8f7626989f14e82f43b38d55bc90fe95bcb6
canonical_output_bytes	6365
luajit_log_filename	wp40-r7-micro-kat-luajit.log
luajit_log_sha256	5e2084107e30af58cf2818d3e8ec5dc7b84afe5ac592fe11b2c4965aaa6420c3
luajit_log_bytes	123
luajit_exit_status	0
puc51_log_filename	wp40-r7-micro-kat-puc51.log
puc51_log_sha256	212601346facc6ac1b55dbc2b22be8c505d4d26f9abdba4fa6f2452ad4bcca6f
puc51_log_bytes	122
puc51_exit_status	0
byte_identical	true
input	mods/ENTITIES/grug_mobs/levels.lua	63f67dcc8e387f6818b50b820e7e5a424682981cdc8319fe03d20d6f611b0d1e
input	mods/ENTITIES/grug_mobs/mirefolk.lua	8855b1e715edaff7857ba2a83635567e9a6649b47a4509a51cd2b7f4c3e92b6b
input	mods/ENTITIES/grug_mobs/panther.lua	1961a0be6c59beb5f99828820baa5f259761968132c01dade1b57fcb5f012727
input	mods/ENTITIES/grug_mobs/parrot.lua	c10e70aac780d8ac994ff22ee1ad7dcfc7b7fdb31ab00e2f790efc6a28221c88
input	mods/ENTITIES/grug_mobs/patrol.lua	4aace25a5555240cba3905634daa134fc91d16e0d370234ab8f6682f282d7951
input	mods/ENTITIES/grug_mobs/rabbit.lua	c056f347166b32237cd990c9b9a9b3a967ff4f2743f24fd3ea85ef296dc39845
input	mods/ENTITIES/grug_mobs/ram.lua	f72cb3cd2b5a44f7f63a73c72b0b8cdf6d82edd673f99a9e92e957da6036f5d4
input	mods/ENTITIES/grug_mobs/rares.lua	e1d18a50635afd9bd687bea0b1e19ee9f832c6ea431f6f041b7fa8c6ede2f98b
input	mods/ENTITIES/grug_mobs/serpent.lua	e54860b88b8e02ff348a532e0ab8c91cdd8bba957e8d3083b3432e4f7fd9aa26
input	mods/ENTITIES/grug_mobs/skeleton_archer.lua	169e925b0513fd0e766aba22cd4592823f721a11ae1988101cbbc18f03c13235
input	mods/ENTITIES/grug_mobs/skeleton_raider.lua	1f4be61561a848457c4e002b6fa4294071214c6c6f9fc96998c201d485aa9e62
input	mods/ENTITIES/grug_mobs/spawn_policy.lua	8d3165dd67b3c923cafd0beb15f858b0dad1b9a360fc2a7f6a6e04454388395c
input	mods/ENTITIES/grug_mobs/spider.lua	1652a31d46b4fd0e6ccb5b05693dc28fe8d6a8ed3155a50861b54dc9720df13d
input	mods/ENTITIES/grug_mobs/stag.lua	b00ae7e87d84675e0970d5d3731ac477ed6a1a7e77f2259499643d527dbdf856
input	mods/ENTITIES/grug_mobs/target_frame.lua	4efdafb1c42bbabf8aa058b9b53a2e895950fbbb198ce44305fe81a7f9607260
input	mods/ENTITIES/grug_mobs/telegraph.lua	aa3b5d8d8fb0d30b5cbfd236c01f3d8b1f288aa84b64fce323b26aab0a09d4dd
input	mods/ENTITIES/grug_mobs/verbs.lua	dd5bbe2980c2c4083672c38c7e4ae9e0d32d854863012073614a85d6158f82b2
input	mods/ENTITIES/grug_mobs/wolf.lua	57d5cc644e810bf093c92ee447313720098c55ea1ccfc5e1622fcbf686cc348c
input	mods/ENTITIES/grug_mobs/zebra.lua	1839e11c50823f4af293b034e2008f9f282de47c5656d69eb1a65e907d144ad5
input	mods/ENTITIES/grug_mobs/zombie.lua	dee65dcc162b2087d22965169448c427c69a10b900979610463f0108d0962d4d
input	mods/ENTITIES/grug_traders/vendors.lua	9cd425f9a6aae8af071f33336d75d37d4d7b1aed6e7bd1bb881b4e46dde79c5a
input	mods/ITEMS/grug_gathering/catalog.lua	5b6a5510be124a462f897184c66c4ff9b2a02dcefe4b414cfcd7debaabd3c6be
input	mods/ITEMS/grug_gathering/harvest.lua	d166c26cf65f20c449cb25a28f61335265db6e6842e1210e7045be30c6377ca8
input	mods/ITEMS/grug_gathering/init.lua	724fe82adaa0659f193bf93fe8e07f5add6c12e933e872d5cb4975a602012318
input	mods/ITEMS/grug_gathering/nodes.lua	df082b58d7d41276dcbec163603f95181d64d258ca1464233bac672dda1cb354
input	mods/ITEMS/grug_materials/audit.lua	88628985640b07f9cc69086ed47f2f9208e859770425c584a5a850a90d1898c5
input	mods/ITEMS/grug_materials/derivatives.lua	620b66a60a6711df324ed0a7736fc234443ffecf6cd8b7c76e337211cff843d4
input	mods/ITEMS/grug_materials/init.lua	0c2b9d960e6f2d382ad58f02da24b139e06778d765f565c1f834191b8055c7ca
input	mods/ITEMS/grug_materials/migration.lua	9d1bb8484b17e6d264cadf83ab84c3a5e32ce31bace2d09ee9fbd6a52ec1ee02
input	mods/ITEMS/grug_materials/mining.lua	23f49e7f688d65b0900e6648e4ebb9d397cb99f7ad328684aa30f69af4b44457
input	mods/ITEMS/grug_materials/ores.lua	70e8e072630ee1d12a9eeaf9780d84cb0503d8578fc59de26b367cd9fb8d38b5
input	mods/ITEMS/grug_materials/overrides.lua	b1275283ee68c57ec8ca9d837413ca3b0e4b2274ea7001a0ad85f8025ddbab59
input	mods/ITEMS/grug_materials/registry.lua	19726e271f2dea925dac0cd883474522491e1a373aab2d691277b8916af7b487
input	mods/ITEMS/grug_nodes/init.lua	7809df688e8f5f122536fc77fed736398b5865e3ca3ddfe3578abce53e86c742
input	mods/ITEMS/grug_nodes/ore_respawn.lua	71adf204f941fef42e729eacb7b9068c01a3a61594c6cd7b8dfae8c884133629
input	mods/ITEMS/grug_trees/init.lua	7c8b1a554bbe8f122260d83c671c2c6ba801a7c82e375e178c7ae129f277e1d3
input	mods/MAPGEN/grug_mapgen/init.lua	fd77453171f64b9788227a1f9676d5ea7c2040b61e8be9fe0596f27fc61e5210
input	mods/MAPGEN/grug_mapgen/wp40/canonical.lua	28022454cadac7aba838873c955ce4ab5c96ff995efef2bc729490b309935716
input	mods/MAPGEN/grug_mapgen/wp40/map_adapter.lua	37301244c3ce2cc769760477211c40c6bb802fc0648f1eeb8e6b8f119a56cce1
input	mods/MAPGEN/grug_mapgen/wp40/mapgen_manifest.lua	c17cd259af1075fc7f3c27cee9c50cde251f92b1ba71d2fbe35fa7035af5fd58
input	mods/MAPGEN/grug_mapgen/wp40/r6.lua	389fb4e370df2ee6361c1f339cebc4131e45c1f1e5f329caa2c10be8115aeeb4
input	mods/MAPGEN/grug_mapgen/wp40/r6_content.lua	1a8b329682aa3429681e9f24aefb0b81aa9a631fe9ef11946614b49861806480
input	mods/MAPGEN/grug_mapgen/wp40/r6_hash.lua	7219511a0810a3dd0835fd581d3fec8bc1cd15403e1572ebf9f4929dde0a65c6
input	mods/MAPGEN/grug_mapgen/wp40/r6_settlement.lua	0241dd7da4df89015fe084c3d8386ad601741e2fc73a177d3f7fe5c989318499
input	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_activation.lua	a5dc1cd28174366bb018772658b7da09260788b7fd4827109d0d894e811e411b
input	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_roster.lua	48d4908c69fa254e8d3b9ac31c7f9e7a4f0c60f85975334216829fa575eb7a4a
input	mods/MAPGEN/grug_mapgen/wp40/r7_consumer_payload.lua	abab355a359beac36a26c65e44dcb22a25067c921ff52a0d38a94f03debc92a0
input	mods/MAPGEN/grug_mapgen/wp40/r7_content.lua	c5cc945138560082e81236724e92955193b81c1020d13764a796857b3522127d
input	mods/MAPGEN/grug_mapgen/wp40/r7_loader.lua	b4aab004468d944f013b5244a38095f731e4d127d8ca8939fb95a0dc3f6747d9
input	mods/MAPGEN/grug_mapgen/wp40/r7_manifest.lua	4d15831e439c8696e098d9986f3c88b6f96528ab59f30b284f5b5c19e837217c
input	mods/MAPGEN/grug_mapgen/wp40/r7_mapgen.lua	5bba82c7d69a2f5ed5565903e6483b6ee9870c19ded8960218f3f0bbc0e72c70
input	mods/MAPGEN/grug_mapgen/wp40/r7_native.lua	b70b5df7328c5c1bea43c14acad6621d06cdc7de8ccf76df8c8515fa4dea0a6d
input	mods/MAPGEN/grug_mapgen/wp40/r7_p9g.lua	544243865640aafb4898021540e3ea91fb0fff09ff7720d69a6f7589bcb8b6bf
input	mods/MAPGEN/grug_mapgen/wp40/r7_r6_manifest.lua	284426523d04dc76be38bc656690eed0959ec260875bbe18a154c61a6f1a4cf5
input	mods/MAPGEN/grug_mapgen/wp40/r7_runtime.lua	da171c3477ca87829b99abf88188fc68b3ecc16a5bb7c54f713fb8afae532306
input	mods/MAPGEN/grug_mapgen/wp40/r7_successor.lua	1ef00c21b5bc05ff4093ee365d6a142a295c4a810c3192bcf80d1664aabe9266
input	mods/MAPGEN/grug_mapgen/wp40/r7_template_source.lua	3f18f7705be22a6d6e325e1009260cf13cb4046ef39dd636acfc118d4f384c45
input	mods/MAPGEN/grug_mapgen/wp40/r7_zone_overlay.lua	4ecd15b291ad474495493c4ecbedf79fb89c4cbbe5ff160c5ed6016319ce2069
input	mods/MAPGEN/grug_mapgen/wp43_handoff.lua	14883f4ad90dcb1c18b6a093cbbb12cee300894d35db4e7974d6eef9c25a5be4
input	mods/PLAYER/grug_factions/init.lua	c5c37a83be37b45fec224901adf668cff1f2e4dd44dda88de8e736fe7f787386
input	reference_projects/luanti/builtin/game/item.lua	26765ffae9693bc7bedef9cb402fb073a7f7773a0a55725c84c318379ce89dc7
input	reference_projects/luanti/builtin/game/register.lua	965dc9a6d68d8ad7e63679230a560091d12be2782091a7502bcf61cddf0fc952
input	tools/wp40/r6/common.lua	3dd6e326fb252a7f43cf2b577ea4fe4e8a1ebd880181f8c3e34828916f89d534
input	tools/wp40/r7/changed_production_lua.txt	e91819443b4bdbd25fdff070d791d9981d68e5a7171d33bf3b315eca8acab04f
input	tools/wp40/r7/contract.lua	3939217e182f83ded4ad51966db5ea271ffcbf4dda508987af57f23a6ccaff7c
input	tools/wp40/r7/final_micro.sh	1d548903a85012921814facc610ef2a62571cc717dd58ffec42985393650d5b4
input	tools/wp40/r7/micro_inputs.txt	827ea16a24c65411cc196f17d445290f20478cdacdf4be449c89cda331b4b3ea
input	tools/wp40/r7/micro_kat.lua	f933d39e541218825ef4f1bf47e5a54d3e4ac03044a6fac35294838b6b42d6ec
input	tools/wp40/r7/micro_kat_cli.lua	0d2b56deaeb98439ff57eb114741042c448e78226d5baa193adc996bf1c06220
input	tools/wp40/r7/micro_kat_fixture.lua	e2707e1ea90f3b25e2a2589cefa856d8067cd76f908c9295b1f6bed8a5328f84
input	tools/wp40/r7/node_semantics_fixture.lua	da8ddf922ca6c865bd8fddbca416641a15c37730209b4e76bc0d6fdcf50f4eb9
input	tools/wp40/simple_map_r5_vm.lua	04840dbf74486e78602f34d8fafdd6eafe50d4c81d1621574a357e77b76588f4
