authority/protection	pre_closed/post_open/hard/prior/bypass/empty
native/noise_order	mgv7_np_terrain_base,mgv7_np_terrain_alt,mg_biome_np_heat,mg_biome_np_humidity,mg_biome_np_heat_blend,mg_biome_np_humidity_blend
native/noise_sha256	5a1183a0db4dcbf7c2fce382e907660bfd26e53325d370f62a2d9e78c04d8738
native/ore_order_sha256	80b2db6b396142335ac8b764525b301191b6139ebf7058fd802c11d7b64b5026
p9g/root_pair	accepted/fixed_or_protected
production/commit_calls	1/0/1/0
production/owner_ledger_sha256	bdc259813245c112a8501892c2ab1c0aa248fc77c269f6c00dae9cdeadefaaa3
production/owner_run_sha256	1f97b05bb52de1f9de1bf7212ca9cf09cf617967be5f280f6fe1fcb0a5900571
production/owner_transaction	applied_cl/2
production/replay_metrics	1/1/1/1
projection/stage_a_sha256	0fdca62847462ce63924e1b0c65a5604b053348967ab2613bf4fddd23cface89
projection/stage_b_sha256	1012058c27d7f63ceb7287890929c34d52e188eee6d8cda5fa4852afcd3ecbe9
registration/default_alias_count	26
registration/mob_projection_sha256	0787a020ab03c2e33c33c1687cee62332f1b1323235f0e4d87345da0b2b3f916
registration/mob_spawn_population	42/45/2/9
registration/trader_projection_sha256	091153dfbf4f52bc0a3adac48f94647d9ab7a59fc35d8cdabaf6ce8a66814ee2
runtime/bounded_build	2/1/1/1/1
schema	grug_wp40_r7_micro_kat_v1
source/changed_production_lua_count	65
source/changed_production_lua_sha256	d5df015e948f0782fab7c734b4e3cba165e3ae9484d511c7682e55c3ab923870
source/executed_module_count	65
source/executed_module_roster_sha256	f9dc620c110227ddc39afc9682bebe51e382caa4a62dd82c27b71c42496879ef
output_sha256	0e2d51a779db5b58d95eb0f402f95089d7478a33b29741205eee11f694bd3504
