schema	grug_wp40_r7_micro_kat_receipt_v1
input_set_sha256	85cd850d7b71f785c432ff4d75fad93a5cab0b55d07b11a2bf88f7fc94775258
input_population	94
executed_module_population	65
executed_module_roster_sha256	f9dc620c110227ddc39afc9682bebe51e382caa4a62dd82c27b71c42496879ef
luajit_binary_sha256	4fd1f5075a6cb15c933f5abaf7ad4b203c8926ab27261c334b41c9bc5e40a1a6
puc51_binary_sha256	a1a427f38260513b64158630bc2b7d2fccfa31b48129efbfbcc60e02e4960a4f
luajit_output_sha256	5f47c741dd92bde34794b993413ed2907763495abf5b4a33c2986fe04054b9bc
puc51_output_sha256	5f47c741dd92bde34794b993413ed2907763495abf5b4a33c2986fe04054b9bc
canonical_output_filename	wp40-r7-micro-kat-output.tsv
canonical_output_sha256	5f47c741dd92bde34794b993413ed2907763495abf5b4a33c2986fe04054b9bc
canonical_output_bytes	5732
luajit_log_filename	wp40-r7-micro-kat-luajit.log
luajit_log_sha256	814fdab117d6055c8da8398101646b962304a33e7d5cbbb088a87bd2d82b4f30
luajit_log_bytes	123
luajit_exit_status	0
puc51_log_filename	wp40-r7-micro-kat-puc51.log
puc51_log_sha256	1de96fb7b5026e2aa70114891b2bcb5b472a3a452b1f47c4dbf51b72bc287c54
puc51_log_bytes	122
puc51_exit_status	0
byte_identical	true
input	mods/ENTITIES/grug_mobs/mirefolk.lua	8855b1e715edaff7857ba2a83635567e9a6649b47a4509a51cd2b7f4c3e92b6b
input	mods/ENTITIES/grug_mobs/panther.lua	1961a0be6c59beb5f99828820baa5f259761968132c01dade1b57fcb5f012727
input	mods/ENTITIES/grug_mobs/parrot.lua	c10e70aac780d8ac994ff22ee1ad7dcfc7b7fdb31ab00e2f790efc6a28221c88
input	mods/ENTITIES/grug_mobs/patrol.lua	4aace25a5555240cba3905634daa134fc91d16e0d370234ab8f6682f282d7951
input	mods/ENTITIES/grug_mobs/rabbit.lua	c056f347166b32237cd990c9b9a9b3a967ff4f2743f24fd3ea85ef296dc39845
input	mods/ENTITIES/grug_mobs/ram.lua	f72cb3cd2b5a44f7f63a73c72b0b8cdf6d82edd673f99a9e92e957da6036f5d4
input	mods/ENTITIES/grug_mobs/rares.lua	e1d18a50635afd9bd687bea0b1e19ee9f832c6ea431f6f041b7fa8c6ede2f98b
input	mods/ENTITIES/grug_mobs/serpent.lua	e54860b88b8e02ff348a532e0ab8c91cdd8bba957e8d3083b3432e4f7fd9aa26
input	mods/ENTITIES/grug_mobs/skeleton_archer.lua	640050243c2e01eac3119cf6307681700e7be86ef003f090d3580be895023937
input	mods/ENTITIES/grug_mobs/skeleton_raider.lua	57675cd3d9accbe2794fc4786771c9d36f225f324c1b98ff996898224ab68dcb
input	mods/ENTITIES/grug_mobs/spawn_policy.lua	307ea65a413b091de67382947fb9f3be247e3f14632da05ec1217910aa97ba8b
input	mods/ENTITIES/grug_mobs/spider.lua	1652a31d46b4fd0e6ccb5b05693dc28fe8d6a8ed3155a50861b54dc9720df13d
input	mods/ENTITIES/grug_mobs/stag.lua	b00ae7e87d84675e0970d5d3731ac477ed6a1a7e77f2259499643d527dbdf856
input	mods/ENTITIES/grug_mobs/target_frame.lua	4efdafb1c42bbabf8aa058b9b53a2e895950fbbb198ce44305fe81a7f9607260
input	mods/ENTITIES/grug_mobs/telegraph.lua	aa3b5d8d8fb0d30b5cbfd236c01f3d8b1f288aa84b64fce323b26aab0a09d4dd
input	mods/ENTITIES/grug_mobs/verbs.lua	dd5bbe2980c2c4083672c38c7e4ae9e0d32d854863012073614a85d6158f82b2
input	mods/ENTITIES/grug_mobs/wolf.lua	57d5cc644e810bf093c92ee447313720098c55ea1ccfc5e1622fcbf686cc348c
input	mods/ENTITIES/grug_mobs/zebra.lua	1839e11c50823f4af293b034e2008f9f282de47c5656d69eb1a65e907d144ad5
input	mods/ENTITIES/grug_mobs/zombie.lua	dee65dcc162b2087d22965169448c427c69a10b900979610463f0108d0962d4d
input	mods/ENTITIES/grug_traders/vendors.lua	9cd425f9a6aae8af071f33336d75d37d4d7b1aed6e7bd1bb881b4e46dde79c5a
input	mods/ITEMS/grug_gathering/catalog.lua	5b6a5510be124a462f897184c66c4ff9b2a02dcefe4b414cfcd7debaabd3c6be
input	mods/ITEMS/grug_gathering/harvest.lua	d166c26cf65f20c449cb25a28f61335265db6e6842e1210e7045be30c6377ca8
input	mods/ITEMS/grug_gathering/init.lua	724fe82adaa0659f193bf93fe8e07f5add6c12e933e872d5cb4975a602012318
input	mods/ITEMS/grug_gathering/nodes.lua	df082b58d7d41276dcbec163603f95181d64d258ca1464233bac672dda1cb354
input	mods/ITEMS/grug_materials/audit.lua	88628985640b07f9cc69086ed47f2f9208e859770425c584a5a850a90d1898c5
input	mods/ITEMS/grug_materials/derivatives.lua	620b66a60a6711df324ed0a7736fc234443ffecf6cd8b7c76e337211cff843d4
input	mods/ITEMS/grug_materials/init.lua	0c2b9d960e6f2d382ad58f02da24b139e06778d765f565c1f834191b8055c7ca
input	mods/ITEMS/grug_materials/migration.lua	9d1bb8484b17e6d264cadf83ab84c3a5e32ce31bace2d09ee9fbd6a52ec1ee02
input	mods/ITEMS/grug_materials/mining.lua	23f49e7f688d65b0900e6648e4ebb9d397cb99f7ad328684aa30f69af4b44457
input	mods/ITEMS/grug_materials/ores.lua	70e8e072630ee1d12a9eeaf9780d84cb0503d8578fc59de26b367cd9fb8d38b5
input	mods/ITEMS/grug_materials/overrides.lua	b1275283ee68c57ec8ca9d837413ca3b0e4b2274ea7001a0ad85f8025ddbab59
input	mods/ITEMS/grug_materials/registry.lua	19726e271f2dea925dac0cd883474522491e1a373aab2d691277b8916af7b487
input	mods/ITEMS/grug_nodes/init.lua	6559fc6f30ca8d857697c01fce61c54aca3a13c1ccdc562be327f607437ab152
input	mods/ITEMS/grug_nodes/ore_respawn.lua	71adf204f941fef42e729eacb7b9068c01a3a61594c6cd7b8dfae8c884133629
input	mods/ITEMS/grug_trees/init.lua	7c8b1a554bbe8f122260d83c671c2c6ba801a7c82e375e178c7ae129f277e1d3
input	mods/MAPGEN/grug_mapgen/init.lua	fd77453171f64b9788227a1f9676d5ea7c2040b61e8be9fe0596f27fc61e5210
input	mods/MAPGEN/grug_mapgen/wp40/canonical.lua	28022454cadac7aba838873c955ce4ab5c96ff995efef2bc729490b309935716
input	mods/MAPGEN/grug_mapgen/wp40/mapgen_manifest.lua	c17cd259af1075fc7f3c27cee9c50cde251f92b1ba71d2fbe35fa7035af5fd58
input	mods/MAPGEN/grug_mapgen/wp40/r6.lua	3a2333e8ebdcd176c7f5a4c081ab197d3a36a6b7344f60d6386c8961d9ee47e9
input	mods/MAPGEN/grug_mapgen/wp40/r6_content.lua	1a8b329682aa3429681e9f24aefb0b81aa9a631fe9ef11946614b49861806480
input	mods/MAPGEN/grug_mapgen/wp40/r6_hash.lua	7219511a0810a3dd0835fd581d3fec8bc1cd15403e1572ebf9f4929dde0a65c6
input	mods/MAPGEN/grug_mapgen/wp40/r6_settlement.lua	cb9ae35d8b1ad0ea13b2b74504ff7403010abedcff441373b0150caec584db99
input	mods/MAPGEN/grug_mapgen/wp40/r7_consumer_payload.lua	abab355a359beac36a26c65e44dcb22a25067c921ff52a0d38a94f03debc92a0
input	mods/MAPGEN/grug_mapgen/wp40/r7_content.lua	7df589c12fe0499532c1bf591e41283a80b02dc6ee03abaa5450f4997dc59c62
input	mods/MAPGEN/grug_mapgen/wp40/r7_loader.lua	b4aab004468d944f013b5244a38095f731e4d127d8ca8939fb95a0dc3f6747d9
input	mods/MAPGEN/grug_mapgen/wp40/r7_manifest.lua	c37af496c19702ebba15e4c818e22553ac8b16ed7215b254afd30b7806d8f06b
input	mods/MAPGEN/grug_mapgen/wp40/r7_mapgen.lua	cc7c35dd4274e955b643bfbeb588610b04ecbc189e7dbb3a4d0c200343113442
input	mods/MAPGEN/grug_mapgen/wp40/r7_native.lua	fc1b512be2ecfcb8a34ba555d1c0d4c16df5b5ca91f701a890d40d4c0a14b80c
input	mods/MAPGEN/grug_mapgen/wp40/r7_p9g.lua	544243865640aafb4898021540e3ea91fb0fff09ff7720d69a6f7589bcb8b6bf
input	mods/MAPGEN/grug_mapgen/wp40/r7_r6_manifest.lua	284426523d04dc76be38bc656690eed0959ec260875bbe18a154c61a6f1a4cf5
input	mods/MAPGEN/grug_mapgen/wp40/r7_runtime.lua	f8e020ef19bc2cb361242d9b2133c85090151b663e688f97ae145cb2352854ea
input	mods/MAPGEN/grug_mapgen/wp40/r7_template_source.lua	b3897ff291ba984e1162c8b94fda74ebcdfb0a71e64977cbe2c065febe7011b4
input	mods/PLAYER/grug_factions/init.lua	c5c37a83be37b45fec224901adf668cff1f2e4dd44dda88de8e736fe7f787386
input	reference_projects/luanti/builtin/game/item.lua	26765ffae9693bc7bedef9cb402fb073a7f7773a0a55725c84c318379ce89dc7
input	reference_projects/luanti/builtin/game/register.lua	965dc9a6d68d8ad7e63679230a560091d12be2782091a7502bcf61cddf0fc952
input	tools/wp40/r6/common.lua	3dd6e326fb252a7f43cf2b577ea4fe4e8a1ebd880181f8c3e34828916f89d534
input	tools/wp40/r7/changed_production_lua.txt	f9dc620c110227ddc39afc9682bebe51e382caa4a62dd82c27b71c42496879ef
input	tools/wp40/r7/contract.lua	139fbd2c836dd7222a9af0c1aaec652211b38d5d4e67cd4a63486a153044dcd6
input	tools/wp40/r7/final_micro.sh	7c2adc4ca6cef70315dc44d6ba96904e4ac63a89bf710ed55c33c1252ccbe1e7
input	tools/wp40/r7/micro_inputs.txt	d9acd85130c2e6b64a143acdb2dbf96fe2c3e30cdf7ee757ef1ae4e9e3296fed
input	tools/wp40/r7/micro_kat.lua	f933d39e541218825ef4f1bf47e5a54d3e4ac03044a6fac35294838b6b42d6ec
input	tools/wp40/r7/micro_kat_cli.lua	e767dcf22e9b1c210c66b727f0e251a0618b78486e43599756db671863d0db47
input	tools/wp40/r7/micro_kat_fixture.lua	77e23147341a02cec0b9456798c1dc0a280a3f457bfbd2875bdf2d10298ea751
input	tools/wp40/r7/node_semantics_fixture.lua	c5aecc42cce872d4e2eced39b5bc23a8ce551b6bcd0df1d8d518df3a9926ed1b
input	tools/wp40/simple_map_r5_vm.lua	04840dbf74486e78602f34d8fafdd6eafe50d4c81d1621574a357e77b76588f4
