16003112361264983997	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1571,1589	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
16003112361264983997	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1570,1590	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
1635663882471694126	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1587	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
16622242965900012281	zone_face:elandor_dawnmere_fields	repeat=-849:-2237	occurrences=1596,1604	nearest_join_distance=4	join_at=-853:-2237	class=face_appendix_select
16622242965900012281	zone_face:elandor_dawnmere_fields	repeat=-850:-2237	occurrences=1597,1603	nearest_join_distance=3	join_at=-853:-2237	class=face_appendix_select
16622242965900012281	zone_face:elandor_dawnmere_fields	repeat=-851:-2237	occurrences=1598,1602	nearest_join_distance=2	join_at=-853:-2237	class=face_appendix_select
16622242965900012281	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1589	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
16622242965900012281	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1568,1590	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
16875958721644589554	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1588	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
16875958721644589554	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1567,1589	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
16911515115340098482	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1587	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
16911515115340098482	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1566,1588	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
17522810817544369134	zone_face:elandor_dawnmere_fields	repeat=-846:-2237	occurrences=1592,1596	nearest_join_distance=2	join_at=-848:-2237	class=face_appendix_select
17522810817544369134	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1589	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
17801611240355512195	zone_face:kragmar_stillgrave_hollow	repeat=-1192:2229	occurrences=1549,1553	nearest_join_distance=2	join_at=-1190:2229	class=face_appendix_select
18171940200422843206	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1570,1594	nearest_join_distance=12	join_at=1126:-2233	class=face_appendix_select
1892117483594893736	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1570,1592	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
1975788176024191514	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1590	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
2148278779331812294	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1584	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
2148278779331812294	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1567,1585	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
2148278779331812294	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1566,1586	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
2434568369623416418	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1570,1592	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
2446222297438899083	zone_face:kragmar_stillgrave_hollow	repeat=-1192:2229	occurrences=1545,1549	nearest_join_distance=2	join_at=-1190:2229	class=face_appendix_select
2588052184636369278	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1566,1586	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
3778006844096265130	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1588	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
393974043703439009	zone_face:kragmar_stillgrave_hollow	repeat=-1192:2229	occurrences=1546,1550	nearest_join_distance=2	join_at=-1190:2229	class=face_appendix_select
4134694703145660815	zone_face:kragmar_mournfen	repeat=-1187:2234	occurrences=1266,1268	nearest_join_distance=1	join_at=-1186:2235	class=face_appendix_select
4154650258832672681	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1589	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
4154650258832672681	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1568,1590	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
4154650258832672681	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1567,1591	nearest_join_distance=12	join_at=1128:-2233	class=face_appendix_select
4154650258832672681	zone_face:elandor_silverleaf_glades	repeat=1226:-2928	occurrences=2319,2321	nearest_join_distance=1	join_at=1225:-2928	class=face_appendix_select
4154650258832672681	zone_face:elandor_silverleaf_glades	repeat=1227:-2928	occurrences=2318,2322	nearest_join_distance=2	join_at=1225:-2928	class=face_appendix_select
4154650258832672681	zone_face:kragmar_redtusk_savanna	repeat=859:2237	occurrences=1432,1434	nearest_join_distance=1	join_at=860:2238	class=face_appendix_select
425890877909919545	zone_face:kragmar_redtusk_savanna	repeat=806:2240	occurrences=1459,1461	nearest_join_distance=1	join_at=807:2241	class=face_appendix_select
4454431421274333176	zone_face:kragmar_stillgrave_hollow	repeat=-1192:2229	occurrences=1547,1551	nearest_join_distance=2	join_at=-1190:2229	class=face_appendix_select
4733240883161403671	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1566,1586	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
4733240883161403671	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1565,1587	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
4733240883161403671	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1564,1588	nearest_join_distance=12	join_at=1128:-2233	class=face_appendix_select
501535562992590246	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1565,1589	nearest_join_distance=12	join_at=1126:-2233	class=face_appendix_select
5071039201708485957	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1588	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
5166869991617336391	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1588	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
5532261615983479179	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1570,1590	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
5532261615983479179	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1569,1591	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
55441603865214758	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1584	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
55441603865214758	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1567,1585	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
55441603865214758	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1566,1586	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
6716966456885196819	zone_face:elandor_silverleaf_glades	repeat=1131:-2236	occurrences=1576,1594	nearest_join_distance=9	join_at=1122:-2236	class=face_appendix_select
6762100208957449689	zone_face:kragmar_stillgrave_hollow	repeat=-1192:2229	occurrences=1546,1550	nearest_join_distance=2	join_at=-1190:2229	class=face_appendix_select
6911358052584777615	zone_face:kragmar_stillgrave_hollow	repeat=-1129:2238	occurrences=1609,1613	nearest_join_distance=2	join_at=-1128:2237	class=face_appendix_select
7192380004566483399	zone_face:kragmar_mournfen	repeat=-1148:2239	occurrences=1251,1253	nearest_join_distance=1	join_at=-1147:2240	class=face_appendix_select
7395327478288047892	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1584	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
7395327478288047892	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1567,1585	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
7395327478288047892	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1566,1586	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
7851242355115945264	zone_face:elandor_silverleaf_glades	repeat=1135:-2234	occurrences=1572,1593	nearest_join_distance=11	join_at=1125:-2234	class=face_appendix_select
7851242355115945264	zone_face:elandor_silverleaf_glades	repeat=1227:-2928	occurrences=2359,2361	nearest_join_distance=1	join_at=1226:-2928	class=face_appendix_select
7851242355115945264	zone_face:elandor_silverleaf_glades	repeat=1228:-2928	occurrences=2358,2362	nearest_join_distance=2	join_at=1226:-2928	class=face_appendix_select
7921513688806375529	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1589	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
7921513688806375529	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1566,1590	nearest_join_distance=12	join_at=1127:-2233	class=face_appendix_select
8003871659703994060	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1567,1587	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
8003871659703994060	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1566,1588	nearest_join_distance=11	join_at=1128:-2233	class=face_appendix_select
8003871659703994060	zone_face:kragmar_sunscar_flats	repeat=884:2239	occurrences=1645,1648	nearest_join_distance=2	join_at=885:2239	class=face_appendix_select
809652570026485219	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1571,1587	nearest_join_distance=8	join_at=1130:-2233	class=face_appendix_select
809652570026485219	zone_face:elandor_silverleaf_glades	repeat=1139:-2232	occurrences=1570,1588	nearest_join_distance=9	join_at=1130:-2233	class=face_appendix_select
809652570026485219	zone_face:elandor_silverleaf_glades	repeat=1140:-2232	occurrences=1569,1589	nearest_join_distance=10	join_at=1130:-2233	class=face_appendix_select
8177258333808107020	zone_face:kragmar_redtusk_savanna	repeat=806:2240	occurrences=1457,1459	nearest_join_distance=1	join_at=807:2241	class=face_appendix_select
8268116523828631117	zone_face:elandor_silverleaf_glades	repeat=1126:-2239	occurrences=1580,1586	nearest_join_distance=3	join_at=1123:-2239	class=face_appendix_select
8268116523828631117	zone_face:elandor_silverleaf_glades	repeat=1127:-2239	occurrences=1579,1587	nearest_join_distance=4	join_at=1123:-2239	class=face_appendix_select
8268116523828631117	zone_face:kragmar_mournfen	repeat=-1131:2239	occurrences=1262,1264	nearest_join_distance=1	join_at=-1130:2240	class=face_appendix_select
8398611397332991432	zone_face:elandor_dawnmere_fields	repeat=-849:-2237	occurrences=1596,1604	nearest_join_distance=4	join_at=-853:-2237	class=face_appendix_select
8398611397332991432	zone_face:elandor_dawnmere_fields	repeat=-850:-2237	occurrences=1597,1603	nearest_join_distance=3	join_at=-853:-2237	class=face_appendix_select
8398611397332991432	zone_face:elandor_dawnmere_fields	repeat=-851:-2237	occurrences=1598,1602	nearest_join_distance=2	join_at=-853:-2237	class=face_appendix_select
8398611397332991432	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1568,1590	nearest_join_distance=11	join_at=1127:-2233	class=face_appendix_select
855383084113379150	zone_face:elandor_silverleaf_glades	repeat=1135:-2234	occurrences=1570,1588	nearest_join_distance=9	join_at=1126:-2235	class=face_appendix_select
855383084113379150	zone_face:elandor_silverleaf_glades	repeat=1136:-2234	occurrences=1569,1589	nearest_join_distance=10	join_at=1126:-2235	class=face_appendix_select
855383084113379150	zone_face:elandor_silverleaf_glades	repeat=1137:-2234	occurrences=1568,1590	nearest_join_distance=11	join_at=1126:-2235	class=face_appendix_select
8611809224943337558	zone_face:kragmar_mournfen	repeat=-1154:2234	occurrences=1248,1250	nearest_join_distance=1	join_at=-1153:2235	class=face_appendix_select
8617325392028656649	zone_face:elandor_silverleaf_glades	repeat=1138:-2232	occurrences=1569,1589	nearest_join_distance=10	join_at=1128:-2233	class=face_appendix_select
8701880475527531552	zone_face:kragmar_redtusk_savanna	repeat=806:2240	occurrences=1462,1464	nearest_join_distance=1	join_at=807:2241	class=face_appendix_select
9341733554550670754	zone_face:kragmar_mournfen	repeat=-1187:2234	occurrences=1264,1266	nearest_join_distance=1	join_at=-1186:2235	class=face_appendix_select
