seed	531802985935182545
construction_seconds	136.316847
path	nodes	max_cut	max_fill	max_step	pins	pin_digest	water_bounds	water_digest
route_022	901	2	7	1	2	cfe16e9a6cf2e8e4c884161077904eca37bd0fb0509188ddd8f250cafb2a06e1	58	d9dc417ea5bcc769f4c1bbf6b6dbb9df572c0311470754589bd2ae171ff467c7
route_023	901	3	3	1	2	8a6ee04a36672d4a877ac870085e0741741fb00a64a6222275108878e3457f86	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_024	601	3	4	1	2	840b97139c6ce16b2e63c1ffa46bfd0a7e05d96d61ed81b9a40aae6ca90fed6c	163	e65832410f5fd1571e47dc9cd1c1c4cbb7c1e07d85e531fc1733b52201345d84
route_025	601	38	15	1	2	1ba5d307d2fb745981636357d41d333f9c1523483cba5d0550d0a0a0de705bf8	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_026	901	14	4	1	2	0578aa887a99a4108bf2f5ef5683cf87ceeeff90789afdd03e7f37807cfd6efa	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_027	901	5	23	1	2	763c5f366feb79f041c8aff0153dd177e3b5af582703a60f5f30bcdf0fd953d2	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_028	901	35	3	1	2	f4701c2a523df4158e7048ab97952245b05a30659ff020eb6020c03f798adbce	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_029	901	32	36	1	2	725ae342e1b4e7c0b7afa8a7bcef38df101fc26e7bfc562321adc8ab2d0ec475	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_030	601	32	20	1	2	966f76a99cced99488fcf03f876926109e3ae9bf11c811aae08bd672190cf208	174	ef5cb27a9e62d7e30892a09581a3b5d5281fb91a2e246eee6653675f10b6d1d0
route_031	1041	10	70	1	2	d2cdcf4ad4e71f8bbbd6a84fb0f6970cb43c91e6470d296bcc1edd4a6d2ccbc3	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_032	1301	12	14	1	3	222c131643b9d57d434a1f6afe0102e83ad06330b6cf5cdac7c3ba80ee95e97d	57	e495456464abd21096a9b1e4e22cc1a6b9cce78a95e376f9a61ffac843452bec
route_033	1301	47	34	1	2	362adf48741f5970476d03b3fc056ef1a30055375d6cbaf10cca2b9d98c14857	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_034	1041	3	54	1	2	6af8466442f798bd39466c63fd4d7e92b9523ce6c9063d63362b8d20ff9016ca	123	226f1bc374b3ecbc302732cbb9a69ec59f94b43c8f02ba8577bad3d7635a050a
route_035	1801	51	2	1	2	06d216733b5b8eddabe7d670f07f8d2cf6a98f51a7558ceea11b9c8a634360cc	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_036	1801	50	21	1	2	f81103bfeb8be3d84f0ef06d1b09f172379973ac00f5106d4252786b09da631f	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_037	1041	21	5	1	2	42b65b0d8d281f4a4a33d0fa0edb628ba6439c1968071547aebbe101d5e31481	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_038	1301	2	22	1	2	4be3fddd337413c0c966b8ccde26214ad6ea7a43ad65600d2f57b29c95a960a0	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_039	1301	2	57	1	2	ad6c0bbdd9fdddae50e9a56b6bb952178da5204e7de1844ee63394b37047819a	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_040	1041	1	46	1	2	28947cda06c56364a636741ee685dce6b80804b609276cbe4ffde849e7b011c1	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_041	1801	4	7	1	2	12a01319f83d12ee6b0d7bef8b862550f25a68fada46594c8e30f8b45ac3d794	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_042	1801	12	48	1	2	ed59cf9fef0af93196e1d7e5ebeecd3418ab3f6f3611e06b507fd4150fe2e052	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_043	710	49	19	1	4	8fa5edeeb9c90ea72c95ea35107d4dc53bc1be9af89f9cef9c53b080e2e0d5a4	80	54f9726eb11bb70105ab4f32d83fcce1102c922f9bc2be4f049cd7b95a79b609
route_044	1148	38	32	1	2	2b98691c3ebd99259411709754cba129350fe1a6d5cfc93671b7268ea0818ad0	141	65b45f6983d531fcc82ad8c4e4ca08a05730f30df6ed4dbec9b05f48c6ea3f1f
route_045	983	30	3	1	2	8e1b1bcb55ff913175ec8fd0c5615a28555b106d9c60f62bb51a86b6551d34fd	442	c576cf7dfa6b8805fa3dc2495b35dc345fd18fcf2d833668139c9902d0d4ff77
route_046	983	2	2	1	2	7855b59882512cbdb90710f9aadc6ddde464915e479956e8458773ee9a4303ac	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_047	1148	87	26	1	2	9a22b8ef7227fb8af3aaef8df28138561679d59ff48538905210d7eb95af7651	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_048	710	23	2	1	4	27dd50d12901dedda347e0d7e6b5e9ae8d0174555ab4e87ae07df782705ac181	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_049	710	55	4	1	2	ea6f7f769218f3093314791d1e27bf13837ed7d1abe860425b777c8a120578bc	82	b16af2d72b3f28c941f64adbb329557afb968c1c01a4ba57c07b5ac693833abd
route_050	1148	138	4	1	3	1dbf46f22af2bbb84b1206c57428f851fa74bf3c631ecec433095002c108d7ae	442	ced21e8526d8104b9821442dc1ccfd16ac9fa255aa5f34786f90c04a72ceeffc
route_051	1031	34	2	1	2	426a1b19445cb6b94a2b47a4e80746dabe90fa5f326065a7989adca60a00109f	21	b240d17ef4fb47f6ef7cc884e06843a1e5053183b5df8bc87f1306274a60acf8
route_052	1031	10	2	1	2	e9ce0fce3ec104d3f153f52d5b4d709b02e3f8ad24bf6bacf9e49a3180da684f	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_053	1148	4	5	1	2	949898d3f104754a7b97d315954204e3c084826f36df4361d1035a1aa8db11bb	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_054	896	16	2	1	2	3b9676cda03b4dc6bfa89c672f19fff797f434db5154efb652d00c9be7419bc7	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
route_055	1317	91	56	1	2	e89bbdd9403c4de0e7d008d230135277dc9d4c7fbfdf4c6eb9f4774d05516c97	451	aece65a678bc13409f1a8a0996f93dce5d33b1315b32fedaabcc68577fd9bc2b
route_056	1501	1	14	1	2	5e2f91b9528eda2bf4805d66c6b2e38b38089a5edb28a1b08b548d3d6264b669	20	5f7568addf4ab40af72d3df2ad79833ab9ead55a9d4b396520a8febdb4c50be8
route_057	1251	18	15	1	2	3b253dfc5c51e3b8a80e5fc3c9f2c08d5a30faec618b48a91ecb6e93817f8acf	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_013	84	13	4	1	2	91ac4137ed47c2a774702b8396540c894fa1ed63477d2649105f0d67e901bdd3	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_014	77	1	1	1	2	cc666adccb48305dfe4db865bb3618d7c1508d8c533f37d30c9082c730b46807	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_015	121	3	2	1	2	bd95610251e1aade25cf6630cceb16710c6d8be337d900731c60b53d7b33cf0a	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_016	57	1	1	1	2	4dc81c3194a0ed9d1b85da0bcd7d8eb8fb7655a280feb708aca394a13c90b353	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_017	101	1	1	1	2	5cc5f5d3dd246718663b98392e2df77bd4a2fa7520425cbe5aa7dad8335ca1aa	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_018	57	1	1	1	2	cfde340cc2bfbbc44aa6e7f66403776184b13acb915f8105ae8a0bbc547b2a79	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_019	101	0	0	0	2	37b9b1bd0c9c2478b148739eb97b6d346b1cd36985e7c963ffc178d0a8846302	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_020	101	2	9	1	2	6331f09617f96121471fdf682e878f2acc2df0c785941e203bc79820d4be33bf	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_021	89	1	1	1	2	1335814cddfb34bfa07ec141da1cd0778125d36a33ca83b0cee7109571e4b1dc	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_022	65	6	1	1	2	31298358969de39c8fc712edd21861ee6601cfba16ce7577446ddc677b8915b6	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_023	77	2	1	1	2	ea4a312842e0ab2d0720e72d9b9d5649cca98e3dbddceede2e210d92f4df0b31	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_024	105	1	1	1	2	d1f764e5b6f91af364879d1c3bc8e04f6bc3ea05029db49e22756d68111caf92	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_025	301	35	64	1	2	7ba059a0dd600e0a9bce6d7eb0aad8155c09524ea7218454313fa05ec11babb6	105	b5694655e4ee170420aa5a50ca5a7fba16db2b31c6c6562e45b984c939e55df0
poi_spur_026	251	1	2	1	2	c2a561249196e2e0578d25e5c71e835e607d24b28d0970a61582b2f0a37a385b	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_027	275	3	62	1	2	0c0e2623c92a03a3ffa5c412b8e56a40207685d096eed735877f761737cabdf6	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_028	301	1	37	1	2	3a6b82256812d646dcf04a4697da1aafcf0d15dbdb740fac5e446317c0f84983	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_029	177	2	10	1	2	65dbaf15052ab359e2c48638db212a0ba6e406b6f60de31fb0b48351c7092d95	67	815084907f8b9228b29afd025ea605a7706f9386589b0e07fd7e3ceefc83bd59
poi_spur_030	283	2	2	1	2	0ac14222f81676205c3f6c9342cffbf5c14eece8f73c2f64a25a19feec816f24	30	c139fa358e566779edad480526ab1545ca6181d8daab5c8f87c43d686eddda68
poi_spur_031	351	2	2	1	2	f32186cc295ae9313cca7e7e60449bb9119f8c74cf53fe2de559ea3c04f8d211	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_032	301	1	1	1	2	f00b23322c103620286d8ba62a1a3ee4d4f318b48740e3e4dcdd6ac21d28d7cb	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_033	301	1	1	1	2	78eeb52d28f2506ada24ba4a05b8f82499af63f5da1fee65ab16998b52f1599d	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_034	275	2	1	1	2	b0152937e36fe985676a648cb773fe4c5b34130f346baa7bd4e7115ea74d9d7e	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_035	175	1	3	1	2	480f672cd2a76a51e230487f4243678f9dd4d352da3f1ac5c4aa6673612b2801	143	97d028871ea7079e39ce9df38157766d6c9e25c66fa77b1e48f7a435eb8a4eed
poi_spur_036	263	20	33	1	2	37005cc442d09480730faea278b55b1725cc46f8ddb79bf05ef342e4c96cecb6	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_037	301	3	3	1	2	a974c0613b470cfe75ba226405efc87e88df7cad47173d96db370ebde9974254	166	2c0c6ec33a2202345ec6bead1d8c287666d25d95423aee3dc7969be5d823a231
poi_spur_038	267	2	1	1	2	eef31048ddd0cb10a25b4bbb908dcdc332c97b0da6a3a2e9e7806e847b3fc02a	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_039	219	1	1	1	2	77041f4d5281f2d9c2cb9ea10037f136dd0a343b6309f062a57763c8b15b82ca	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_040	333	2	6	1	2	7721ae0dae3f0cd1da62238c5d6cf309042ee669fbbbf29b846fd483d52db651	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_041	177	1	2	1	2	df40c24d4c80e5d1de6327d8daefe7e4ce000cc1356353143d8aeb37c0e5ccf6	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_042	251	12	9	1	2	c240771f27c8324a8cbd36dc48ebddb628262f13f452e32936d7b4af864bf8af	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_043	375	1	16	1	2	d34b543b7ab17f2abe562810643dd8ce0e0fd6b7fdde6cb8e8fe79413fdc3468	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_044	277	2	3	1	2	bd04e820a9eedf3eea4cbc9dc8da91766e9a97c205c8eeb74a3dacb0c344a6bb	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_045	353	5	49	1	2	6dd19cc587c43e48bf0d669822194edb0ee16d81c9de973b6e8330f40b1fa2e5	113	2505f70ae22f4f191ab357ae7848d2ee105c590eed1d4367ce905627114c4672
poi_spur_046	267	2	1	1	2	285077315a001cde31301ddee1ce0af21d7f47db33a276f505b0e00bc7a8bbd3	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_047	151	1	1	1	2	fb46d6cd70e3d70533cca2992afe667e48263cd334cfbac2d5361a576b54100e	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_048	151	1	2	1	2	9e839c80a98a66cca0f8b8dd3cd378719e1ed365187561972f9e5db165337619	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_049	233	1	1	1	2	65cfa81e043d0bcc0a7f0a3662e88702b421059576bd2b9f475041fc6463b92f	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_050	300	1	51	1	2	917be9d2f23aa8c145317990ad05b065dce743a77eb61d61cfe946c093e26812	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_051	331	2	10	1	2	2dab2eea30af43c7f30dca06e91a3885874fce133e5ac8e663921b96f051f5ce	45	c6234ad7c5af6029ebfa00a4f0cce40c7d27104e7841a3a1d489f59153e810a0
poi_spur_052	295	1	1	1	2	20c6c01682168957cbfca6fdef25ed9fcaf3925664cce3d6865337388b6c872c	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_053	169	9	26	1	2	c663448f9efe9a04297a0101c3295aeb3620a025e62275e656184ad62d4ba7c7	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_054	295	1	1	1	2	8f252bca79c6652a4669c2bcea2ed18dfef7acc3b2dcbee1990e7e155dc30b54	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_055	201	1	0	1	2	1c6d6bf24a2565fc7e24aef6a9b618db4eb8b27373cd3154e13e90e943933eb1	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_056	271	1	1	1	2	e7d2f44551915e7ca0bf99a468d97553cf3046da299c84881e5390b48f6383d8	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_057	321	1	1	1	2	739cbe3803fd3390a1bbd3216f16d34899ff0286237180e0fabc521adfaa328f	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_058	287	1	6	1	2	4613ac236008f77aabac555e0a90ad23b114f6809239186cc948d0b2012b5d78	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_059	169	1	22	1	2	6e6f350f1039c0a076180dd8420de0399ea7095552777c57686e719403bd9223	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_060	247	1	1	1	2	bccea7c8eb7bb287952147553cf83488d12c1ad587c6a20e28288eaa481f0d8e	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_061	205	1	1	1	2	d6dab6f4d53a033cb0db83831fda6ac64a940154d0e28475d964c2ca4e5ac79e	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_062	245	1	2	1	2	b790e2850993232ae6247b18db2996fd49d1e929945468a998e944480d86f253	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_063	245	1	1	1	2	819552cef8e3b0d37c53478ba8deaa34eb354420aa292d33cdb5ceb7233f175a	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_064	237	1	1	1	2	9148fbecd9283d4722dc581a228cbecbb00e795d77ba7f11723d00dac971b253	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_065	221	22	2	1	2	eccb3eb891f16720af1d381b8041006deb2966485960e5591f33914615fd8a26	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_066	197	1	1	1	2	6e74878698fd238abedeac7bbb271d029dbb02d1bd82e6c7aeef83114d1890fc	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_067	281	8	21	1	2	526930b329c9f6372b7c7baf066a46a463e9e9de2753b6f54b62ccfec4e15a75	36	5aa2539ed5de39a92260539952b3432ef2f59c1d5bf8cbd1ca1d7a9f4d0b3f4f
poi_spur_068	217	1	10	1	2	0a9983603257bc35d0e40d3abfd4e5585cd79c6448d87a115b6f48cb3957862a	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_069	627	1	8	1	2	4e74fb52d73c7c8754683075bd999b04432b1a30d3d8e864dd9f643b2ca45762	109	12765349484fa0cc3986c6bd72a1e295a384bf82c62634a1c53c7718d70bfd7b
poi_spur_070	265	1	18	1	2	de3caed21bd4a902c786931209a617c988ca16f721fdb376d37b730c62fe6dea	112	9d0c2afadfbf6c60f84ec74ec2c6aee6a3548c351c3d6fe775fde639b5498392
poi_spur_071	405	4	2	1	2	4e4a142aa48c817828b4cdb707157bc009670d9e012e49e0695aaa70b174411f	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_072	381	1	1	1	2	75f77a943b2f93d967250562b1cc9ef0d6b664fbec724bc6ecfb3e66d07b19c4	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_073	397	1	7	1	2	973ef4476615fc656bdc437d53de19938e1aec8ccefe88a34857fc4cec9074a6	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_074	397	1	2	1	2	72681700701bf4a045895629f104a00dd14ae26a34e66703f9d373fceac8d071	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_075	195	1	40	1	2	e2426628d8d8a8ce7c2caeffdbbda21fd3802ebd4d75354528714df68760659c	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_076	201	25	58	1	2	0f183b1eddd7b908af39e394e3100756747e93601351e39c3bd0c258c26c0777	167	87c3e25df423f706a527aed78217ec71a53eeda4c3eaba0c1a9dc3da2f7c12a1
poi_spur_077	233	0	0	0	2	c1259cbd24ddf7d51c53349464e3290baea3a5a1cbb8f66e208f8713793307e8	233	25f77ee6bee1a2cf6aa64d7cdb905169cfa97bd6cb776c42ed97212ad72b21d2
poi_spur_078	525	3	2	1	2	69c203aed743ede4f51ff9733ef93386b9213f44362f3d1790774b865c61362e	174	10eefc6c5f888b6285f41c09f37fc1c5a2c9fab16b7d8e2d577a0fab226d94df
poi_spur_079	125	3	1	1	2	856503f96fa52e7ea68105b1c3b43cc5094dbf7c9d814223e25b4ecc835fad88	28	c34bd1ab0a06f41d14d86a2608f00c3b37191199f1fd4190b25e4aa693539241
poi_spur_080	477	3	2	1	2	efbdeeb83fcf014d63b8afc1075e90c1b0bb34e8064f7c5f91362a72888ac180	26	e1838bc58cb300176f724f8e254993d44bb29b8778615c1f477e45b002b34c65
poi_spur_081	501	1	1	1	2	ab6f7a8f8c890a6ec471b21a98bc433758dea2bde6fa8ac7774cd56f8d1db733	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_082	117	1	1	1	2	f71ea9d65b5a3ab6dbc5c9b73d83d69696b18aeb7af50aea256903041d5a9eaa	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_083	533	1	1	1	2	ad48e6d0b18682d473b618911d92cc29585e6f4e7ac8d7599474cf2d391a1306	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_084	169	1	1	1	2	4b7ff15a230aa146456cbc0a027b4704b024d46e8bd03526ccff0b34a00fb52d	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_085	177	48	28	1	2	082330da65cf6846dade6b2d0276abec49f8c3e9bf390da31b6f95c11db125f3	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
poi_spur_086	451	16	32	1	2	cb6edc7bc050a3512d61d94e3de2113f1e3a467e57a06bc6edae42c00cf34699	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
