authority/protection	pre_closed/post_open/hard/prior/bypass/empty
executed_module	mods/ITEMS/grug_gear/init.lua
executed_module	mods/ITEMS/grug_materials/audit.lua
executed_module	mods/ITEMS/grug_materials/content_curation.lua
executed_module	mods/ITEMS/grug_materials/derivatives.lua
executed_module	mods/ITEMS/grug_materials/init.lua
executed_module	mods/ITEMS/grug_materials/mining.lua
executed_module	mods/ITEMS/grug_materials/registry.lua
executed_module	mods/ITEMS/grug_nodes/init.lua
executed_module	mods/ITEMS/grug_trees/init.lua
executed_module	mods/MAPGEN/grug_mapgen/init.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/avenue.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/buildings.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/capitals.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/dawnmere.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/dressing.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/hearthpine.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/highcourt.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/highcourt_district.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/interiors.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/kapok.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/layout.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/palette.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/parts.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/roofs.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/silverleaf.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/stillgrave.lua
executed_module	mods/MAPGEN/grug_mapgen/wp13/sunscar.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/coupled_grade.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/height.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/init.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/map_adapter.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/planner.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r5.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_content.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_hash.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_planner.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_settlement.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r6_templates.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_activation.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_anchor_roster.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_consumer_payload.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_content.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_dawnmere_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_hearthpine_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_highcourt_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_kapok_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_loader.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_manifest.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_mapgen.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_native.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_p9g.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_r6_manifest.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_runtime.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_settlement.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_silverleaf_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_stillgrave_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_successor.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_sunscar_blueprint.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_template_source.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_wp13_library.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/r7_zone_overlay.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/simple_map.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/source/catalog.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/source/simple_map.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/validation/t2_source.lua
executed_module	mods/MAPGEN/grug_mapgen/wp40/zones.lua
executed_module	mods/MAPGEN/grug_mapgen/wp43_handoff.lua
executed_module	mods/PLAYER/grug_classes/init.lua
executed_module	mods/PLAYER/grug_classes/selection.lua
executed_module	mods/PLAYER/grug_factions/init.lua
executed_module	mods/PLAYER/grug_visuals/apply.lua
executed_module	mods/PLAYER/grug_visuals/compose.lua
executed_module	mods/PLAYER/grug_visuals/init.lua
gathering/herb_authority	closed/authorized/single_registration
manifest/anchor_delta_sha256	b09efd970e9c154be023bc2a4418a2956974a0f7f46a0abc0deb6e68b08c4d20
manifest/full_sha256	37dc96559ec966bf39c0e57de88269aada5a58391ade03923efa35c4c9e3917d
manifest/p9g_delta_sha256	e24c38b8519ec1542c26192387afdf68608176a346495bf97ba1cef89af13658
mapgen/generated_vector_normalized	true
native/allowlist_sha256	d1fe4ac1c7cbe5525af65bde48cc4309870c01e4d474785f2cf0cda3d2639480
native/noise_order	mgv7_np_terrain_base,mgv7_np_terrain_alt,mg_biome_np_heat,mg_biome_np_humidity,mg_biome_np_heat_blend,mg_biome_np_humidity_blend
native/noise_sha256	5a1183a0db4dcbf7c2fce382e907660bfd26e53325d370f62a2d9e78c04d8738
native/ore_order_sha256	80b2db6b396142335ac8b764525b301191b6139ebf7058fd802c11d7b64b5026
p9g/root_pair	accepted/fixed_or_protected
p9g/runtime_accepted_no_ledger	1/188/0/-2/35
planner/hydrology_depth_sha256	a8f7fb1fa47e2d907df3d77cc1d0cf132709fd949e197df27d617b65956f46db
production/commit_calls	1/0/1/0
production/emerged_vector_normalized	true
production/owner_transaction	applied_cl/0
production/readonly_halo_ignore_preserved	true
production/replay_metrics	2/0/2/0
production/runtime_proof_material	omitted/0/0
production/successor_refs	89/100/101/101/103/103
projection/stage_a_sha256	193c4f4bc9a6fc63ed144ae9b38a020710bbaab975e88d794fea44c2ad8aafa4
projection/stage_b_sha256	6e77465c0eed3e3e977c9c9ad3875acea4864834138d02b4703fc653bd988862
registration/default_alias_count	26
registration/mob_projection_sha256	92188848a6817bdce10dc67b100692b5541a8241638e6da47b7be39ad9e6303a
registration/mob_spawn_population	108/84/8/14
registration/trader_projection_sha256	b4592330b6fe5cf3d21a725fb40ab18d97eca9553e2fbb2514015d5c16fffacb
runtime/bounded_build	3/1/1/3/3/3/3
runtime/r5_r6_selectors	zones/1/r5/1/settlement/1/missing_fail_closed
runtime/r6_template_planner	true/true/16384/65536
runtime/water_crossing_sha256	a7445b8fad8151136ae4c7e6f847465f5ceb7b9a508acc4bf636df1115089090
runtime/water_transition_sha256	328ff834590a81e831a509d8c3e339380812b7a9314590208b68390a88c815e8
runtime/zones_anchor	anchor_008/8/0/44/-1500
runtime/zones_sample_sha256	6ebc5252eb8348e9954c6a74e6ec0776ec8a0dd4d2f4561c45cd6e561c010e27
schema	grug_wp40_r7_micro_kat_v1
source/changed_production_lua_count	157
source/changed_production_lua_sha256	fbf7e0b8a3c6f884f9c0d0c38e6796c0826c8ccd325347ce99882b5c5c95f439
source/executed_module_count	157
source/executed_module_roster_sha256	785c3e52af336b7b86712c1966a4f19fb62ab5e207feca489152362a872046de
template/engine_vector_normalized	true
output_sha256	605793018632a6951bdd289a1094f6578fb6d3c829dbdf7e4f67a9dd59c48021
