capital	kind	x	y	z	expected	actual	param2
lethariel	ring	-46	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-46	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-46	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-46	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-46	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-46	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-45	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-45	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-45	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-45	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-45	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-45	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-45	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-45	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-45	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-45	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-45	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-45	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-45	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-45	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-45	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-45	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-44	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-44	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-44	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-44	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-44	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-44	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-44	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-44	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-44	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-44	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-44	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-44	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-44	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-44	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-44	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-44	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-43	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-43	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-43	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-43	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-43	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-43	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-43	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-43	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-43	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-43	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-43	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-43	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-43	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-43	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-43	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-43	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-42	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-42	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-42	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-42	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-42	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-42	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-42	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-42	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-42	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-42	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-42	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-42	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-42	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-42	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-42	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-42	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-41	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-41	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-41	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-41	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-41	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-41	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-41	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-41	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-41	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-41	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-41	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-41	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-41	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-41	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-41	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-41	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-40	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-40	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-40	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-40	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-40	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-40	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-40	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-40	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-40	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-40	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-40	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-40	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-40	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-40	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-40	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-40	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-39	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-39	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-39	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-39	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-39	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-39	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-39	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-39	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-39	0	48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-39	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-39	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-39	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-39	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-39	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-39	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-39	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-38	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-38	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-38	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-38	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-38	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-38	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-38	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-38	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-38	0	48	grug_decor:darkage_serpentine	grug_decor:darkage_serpentine	0
lethariel	ring	-38	1	48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-38	2	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-38	3	48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-38	4	48	air	air	0
lethariel	ring	-48	0	-38	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-38	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-38	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-38	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-37	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-37	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-37	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-37	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-37	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-37	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-37	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-37	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-37	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-37	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-37	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-37	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-36	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-36	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-36	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-36	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-36	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-36	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-36	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-36	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-36	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-36	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-36	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-36	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-35	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-35	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-35	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-35	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-35	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-35	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-35	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-35	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-35	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-35	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-35	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-35	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-34	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-34	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-34	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-34	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-34	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-34	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-34	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-34	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-34	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-34	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-34	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-34	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-33	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-33	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-33	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-33	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-33	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-33	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-33	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-33	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-33	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-33	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-33	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-33	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-32	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-32	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-32	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-32	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-32	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-32	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-32	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-32	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-32	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-32	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-32	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-32	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-31	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-31	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-31	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-31	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-31	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-31	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-31	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-31	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-31	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-31	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-31	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-31	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-30	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-30	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-30	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-30	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-30	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-30	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-30	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-30	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-30	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-30	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-30	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-30	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-29	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-29	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-29	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-29	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	0	-29	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	48	1	-29	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	48	2	-29	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	48	3	-29	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	0	-29	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-48	1	-29	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-48	2	-29	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-48	3	-29	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-28	0	-48	grug_nodes:dirt_with_silver_litter	grug_nodes:dirt_with_silver_litter	0
lethariel	ring	-28	1	-48	grug_trees:silverwood_tree	grug_trees:silverwood_tree	0
lethariel	ring	-28	2	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
lethariel	ring	-28	3	-48	grug_trees:silverwood_leaves	grug_trees:silverwood_leaves	0
