node	grug_decor:capital_counter	default_wood.png	-	nodebox
node	grug_decor:capital_product_weaponsmith	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(grug_gear_item_sword_bronze.png)|wool_white.png^(grug_gear_item_sword_bronze.png)	-	nodebox
box	grug_decor:capital_product_weaponsmith	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	grug_decor:capital_product_woodcarver	default_wood.png|default_wood.png|default_wood.png|default_wood.png|wool_white.png^(grug_gear_item_staff_wood.png)|wool_white.png^(grug_gear_item_staff_wood.png)	-	nodebox
box	grug_decor:capital_product_woodcarver	-0.5	-0.5	-0.12	0.5	0.5	0.12
node	:grug_jobs:forge	default_steel_block.png^[colorize:#34251f:70	-	nodebox
box	:grug_jobs:forge	-0.5	-0.5	-0.5	0.5	-0.12	0.5
box	:grug_jobs:forge	-0.32	-0.12	-0.2	0.32	0.08	0.2
box	:grug_jobs:forge	-0.18	0.08	-0.12	0.18	0.35	0.12
node	:grug_jobs:tanning_rack	default_wood.png^[colorize:#704020:55	-	nodebox
box	:grug_jobs:tanning_rack	-0.46	-0.5	-0.1	-0.34	0.45	0.1
box	:grug_jobs:tanning_rack	0.34	-0.5	-0.1	0.46	0.45	0.1
box	:grug_jobs:tanning_rack	-0.34	-0.38	-0.04	0.34	0.34	0.04
box	:grug_jobs:tanning_rack	-0.5	0.34	-0.1	0.5	0.46	0.1
node	:grug_jobs:tailor_bench	default_wood.png^[colorize:#735493:75	-	nodebox
box	:grug_jobs:tailor_bench	-0.5	-0.5	-0.45	0.5	-0.36	0.45
box	:grug_jobs:tailor_bench	-0.43	-0.36	-0.38	-0.31	0.25	-0.26
box	:grug_jobs:tailor_bench	0.31	-0.36	-0.38	0.43	0.25	-0.26
box	:grug_jobs:tailor_bench	-0.43	-0.36	0.26	-0.31	0.25	0.38
box	:grug_jobs:tailor_bench	0.31	-0.36	0.26	0.43	0.25	0.38
node	:grug_jobs:carving_bench	default_wood.png^[colorize:#315f35:45	-	nodebox
box	:grug_jobs:carving_bench	-0.5	-0.5	-0.45	0.5	-0.36	0.45
box	:grug_jobs:carving_bench	-0.43	-0.36	-0.38	-0.31	0.25	-0.26
box	:grug_jobs:carving_bench	0.31	-0.36	-0.38	0.43	0.25	-0.26
box	:grug_jobs:carving_bench	-0.43	-0.36	0.26	-0.31	0.25	0.38
box	:grug_jobs:carving_bench	0.31	-0.36	0.26	0.43	0.25	0.38
node	:grug_jobs:jewellers_bench	default_steel_block.png^[colorize:#c69a35:105	-	nodebox
box	:grug_jobs:jewellers_bench	-0.5	-0.5	-0.45	0.5	-0.36	0.45
box	:grug_jobs:jewellers_bench	-0.43	-0.36	-0.38	-0.31	0.25	-0.26
box	:grug_jobs:jewellers_bench	0.31	-0.36	-0.38	0.43	0.25	-0.26
box	:grug_jobs:jewellers_bench	-0.43	-0.36	0.26	-0.31	0.25	0.38
box	:grug_jobs:jewellers_bench	0.31	-0.36	0.26	0.43	0.25	0.38
node	grug_brewing:brewing_stand	grug_brewing_top.png|grug_brewing_base.png|grug_brewing_side.png|grug_brewing_side.png|grug_brewing_side.png|grug_brewing_side.png^[transformFX	-	nodebox
box	grug_brewing:brewing_stand	-0.5	-0.5	-0.4375	0.5	-0.375	-0.3125
box	grug_brewing:brewing_stand	-0.1875	-0.5	-0.3125	0.1875	-0.375	0.5
box	grug_brewing:brewing_stand	-0.0625	-0.375	-0.0625	0.0625	0.5	0.0625
node	grug_brewing:brewing_stand_active	grug_brewing_top.png|grug_brewing_base.png|grug_brewing_side.png|grug_brewing_side.png|grug_brewing_side.png|grug_brewing_side.png^[transformFX	-	nodebox
box	grug_brewing:brewing_stand_active	-0.5	-0.5	-0.4375	0.5	-0.375	-0.3125
box	grug_brewing:brewing_stand_active	-0.1875	-0.5	-0.3125	0.1875	-0.375	0.5
box	grug_brewing:brewing_stand_active	-0.0625	-0.375	-0.0625	0.0625	0.5	0.0625
