case	x	z	owner_x	owner_z	class	claim	cave_claim	incoming	final	kind	functional_id	landmark	profile	distance	width	run	coast_y
1	-412	-2729	68	71	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-411	-2729	69	71	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-410	-2729	70	71	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-409	-2729	71	71	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-408	-2729	72	71	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-420	-2728	60	72	land	-	-	23	2	-	-	false	beach	5	25	6/2/-57/sea_lowland	2
1	-419	-2728	61	72	land	-	-	23	2	-	-	false	beach	6	25	6/2/-57/sea_lowland	2
1	-418	-2728	62	72	land	-	-	23	2	-	-	false	beach	7	25	6/2/-57/sea_lowland	2
1	-417	-2728	63	72	land	-	-	23	2	-	-	false	beach	8	25	6/2/-57/sea_lowland	2
1	-416	-2728	64	72	land	-	-	23	3	-	-	false	beach	9	25	6/2/-57/sea_lowland	3
1	-415	-2728	65	72	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-414	-2728	66	72	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-413	-2728	67	72	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-412	-2728	68	72	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-411	-2728	69	72	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-410	-2728	70	72	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-409	-2728	71	72	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-408	-2728	72	72	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-420	-2727	60	73	land	-	-	23	2	-	-	false	beach	6	25	6/2/-57/sea_lowland	2
1	-419	-2727	61	73	land	-	-	23	2	-	-	false	beach	7	25	6/2/-57/sea_lowland	2
1	-418	-2727	62	73	land	-	-	23	2	-	-	false	beach	8	25	6/2/-57/sea_lowland	2
1	-417	-2727	63	73	land	-	-	23	3	-	-	false	beach	9	25	6/2/-57/sea_lowland	3
1	-416	-2727	64	73	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-415	-2727	65	73	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-414	-2727	66	73	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-413	-2727	67	73	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-412	-2727	68	73	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-411	-2727	69	73	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-410	-2727	70	73	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-409	-2727	71	73	land	-	-	23	9	-	-	false	beach	17	23	6/4/-9/sea_lowland	9
1	-408	-2727	72	73	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-420	-2726	60	74	land	-	-	23	2	-	-	false	beach	6	25	6/2/-57/sea_lowland	2
1	-419	-2726	61	74	land	-	-	23	2	-	-	false	beach	7	25	6/2/-57/sea_lowland	2
1	-418	-2726	62	74	land	-	-	23	2	-	-	false	beach	8	25	6/2/-57/sea_lowland	2
1	-417	-2726	63	74	land	-	-	23	3	-	-	false	beach	9	25	6/2/-57/sea_lowland	3
1	-416	-2726	64	74	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-415	-2726	65	74	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-414	-2726	66	74	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-413	-2726	67	74	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-412	-2726	68	74	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-411	-2726	69	74	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-410	-2726	70	74	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-409	-2726	71	74	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-408	-2726	72	74	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-420	-2725	60	75	land	-	-	23	2	-	-	false	beach	7	25	6/2/-57/sea_lowland	2
1	-419	-2725	61	75	land	-	-	23	2	-	-	false	beach	8	25	6/2/-57/sea_lowland	2
1	-418	-2725	62	75	land	-	-	23	3	-	-	false	beach	9	25	6/2/-57/sea_lowland	3
1	-417	-2725	63	75	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-416	-2725	64	75	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-415	-2725	65	75	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-414	-2725	66	75	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-413	-2725	67	75	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-412	-2725	68	75	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-411	-2725	69	75	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-410	-2725	70	75	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-409	-2725	71	75	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-408	-2725	72	75	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-420	-2724	60	76	land	-	-	23	2	-	-	false	beach	7	25	6/2/-57/sea_lowland	2
1	-419	-2724	61	76	land	-	-	23	2	-	-	false	beach	8	25	6/2/-57/sea_lowland	2
1	-418	-2724	62	76	land	-	-	23	3	-	-	false	beach	9	25	6/2/-57/sea_lowland	3
1	-417	-2724	63	76	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-416	-2724	64	76	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-415	-2724	65	76	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-414	-2724	66	76	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-413	-2724	67	76	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-412	-2724	68	76	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-411	-2724	69	76	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-410	-2724	70	76	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-409	-2724	71	76	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-408	-2724	72	76	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-420	-2723	60	77	land	-	-	23	3	-	-	false	beach	9	25	6/2/-57/sea_lowland	3
1	-419	-2723	61	77	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-418	-2723	62	77	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-417	-2723	63	77	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-416	-2723	64	77	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-415	-2723	65	77	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-414	-2723	66	77	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-413	-2723	67	77	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-412	-2723	68	77	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-411	-2723	69	77	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-410	-2723	70	77	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-409	-2723	71	77	land	-	-	23	9	-	-	false	beach	17	23	6/4/-9/sea_lowland	9
1	-408	-2723	72	77	land	-	-	23	9	-	-	false	beach	18	23	6/4/-9/sea_lowland	9
1	-420	-2722	60	78	land	-	-	23	3	-	-	false	beach	10	25	6/2/-57/sea_lowland	3
1	-419	-2722	61	78	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-418	-2722	62	78	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-417	-2722	63	78	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-416	-2722	64	78	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-415	-2722	65	78	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-414	-2722	66	78	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-413	-2722	67	78	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-412	-2722	68	78	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-411	-2722	69	78	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-410	-2722	70	78	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-409	-2722	71	78	land	-	-	23	9	-	-	false	beach	18	23	6/4/-9/sea_lowland	9
1	-408	-2722	72	78	land	-	-	23	9	-	-	false	beach	18	23	6/4/-9/sea_lowland	9
1	-420	-2721	60	79	land	-	-	23	3	-	-	false	beach	11	25	6/2/-57/sea_lowland	3
1	-419	-2721	61	79	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-418	-2721	62	79	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-417	-2721	63	79	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-416	-2721	64	79	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-415	-2721	65	79	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-414	-2721	66	79	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-413	-2721	67	79	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-412	-2721	68	79	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-411	-2721	69	79	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-410	-2721	70	79	land	-	-	23	5	-	-	false	beach	18	25	6/2/-57/sea_lowland	5
1	-409	-2721	71	79	land	-	-	23	5	-	-	false	beach	19	25	6/2/-57/sea_lowland	5
1	-408	-2721	72	79	land	-	-	23	10	-	-	false	beach	19	23	6/4/-9/sea_lowland	10
1	-420	-2720	60	0	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-419	-2720	61	0	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-418	-2720	62	0	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-417	-2720	63	0	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-416	-2720	64	0	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-415	-2720	65	0	land	-	-	23	9	-	-	false	beach	17	23	6/4/-9/sea_lowland	9
1	-414	-2720	66	0	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-413	-2720	67	0	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-412	-2720	68	0	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-411	-2720	69	0	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-410	-2720	70	0	land	-	-	23	5	-	-	false	beach	18	25	6/2/-57/sea_lowland	5
1	-409	-2720	71	0	land	-	-	23	5	-	-	false	beach	19	25	6/2/-57/sea_lowland	5
1	-408	-2720	72	0	land	-	-	23	5	-	-	false	beach	20	25	6/2/-57/sea_lowland	5
1	-420	-2719	60	1	land	-	-	23	3	-	-	false	beach	12	25	6/2/-57/sea_lowland	3
1	-419	-2719	61	1	land	-	-	23	4	-	-	false	beach	13	25	6/2/-57/sea_lowland	4
1	-418	-2719	62	1	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-417	-2719	63	1	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-416	-2719	64	1	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-415	-2719	65	1	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-414	-2719	66	1	land	-	-	23	8	-	-	false	beach	16	23	6/4/-9/sea_lowland	8
1	-413	-2719	67	1	land	-	-	23	9	-	-	false	beach	17	23	6/4/-9/sea_lowland	9
1	-412	-2719	68	1	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-411	-2719	69	1	land	-	-	23	5	-	-	false	beach	18	25	6/2/-57/sea_lowland	5
1	-410	-2719	70	1	land	-	-	23	5	-	-	false	beach	19	25	6/2/-57/sea_lowland	5
1	-409	-2719	71	1	land	-	-	23	5	-	-	false	beach	20	25	6/2/-57/sea_lowland	5
1	-408	-2719	72	1	land	-	-	23	6	-	-	false	beach	21	25	6/2/-57/sea_lowland	6
1	-420	-2718	60	2	land	-	-	23	4	-	-	false	beach	14	25	6/2/-57/sea_lowland	4
1	-419	-2718	61	2	land	-	-	23	4	-	-	false	beach	15	25	6/2/-57/sea_lowland	4
1	-418	-2718	62	2	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-417	-2718	63	2	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-416	-2718	64	2	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-415	-2718	65	2	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-414	-2718	66	2	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-413	-2718	67	2	land	-	-	23	4	-	-	false	beach	16	25	6/2/-57/sea_lowland	4
1	-412	-2718	68	2	land	-	-	23	5	-	-	false	beach	17	25	6/2/-57/sea_lowland	5
1	-411	-2718	69	2	land	-	-	23	5	-	-	false	beach	18	25	6/2/-57/sea_lowland	5
1	-410	-2718	70	2	land	-	-	23	5	-	-	false	beach	19	25	6/2/-57/sea_lowland	5
1	-409	-2718	71	2	land	-	-	23	5	-	-	false	beach	20	25	6/2/-57/sea_lowland	5
1	-408	-2718	72	2	land	-	-	23	6	-	-	false	beach	21	25	6/2/-57/sea_lowland	6
2	-517	-2568	43	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-516	-2568	44	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-515	-2568	45	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-514	-2568	46	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-513	-2568	47	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-512	-2568	48	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-511	-2568	49	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-510	-2568	50	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-509	-2568	51	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-508	-2568	52	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-507	-2568	53	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-506	-2568	54	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-505	-2568	55	72	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-517	-2567	43	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-516	-2567	44	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-515	-2567	45	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-514	-2567	46	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-513	-2567	47	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-512	-2567	48	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-511	-2567	49	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-510	-2567	50	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-509	-2567	51	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-508	-2567	52	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-507	-2567	53	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-506	-2567	54	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-505	-2567	55	73	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-517	-2566	43	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-516	-2566	44	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-515	-2566	45	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-514	-2566	46	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-513	-2566	47	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-512	-2566	48	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-511	-2566	49	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-510	-2566	50	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-509	-2566	51	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-508	-2566	52	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-507	-2566	53	74	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-506	-2566	54	74	land	-	-	23	1	-	-	false	beach	1	25	6/2/-54/sea_lowland	1
2	-505	-2566	55	74	land	-	-	23	1	-	-	false	bluff	1	6	6/4/-11/sea_lowland	1
2	-517	-2565	43	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-516	-2565	44	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-515	-2565	45	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-514	-2565	46	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-513	-2565	47	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-512	-2565	48	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-511	-2565	49	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-510	-2565	50	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-509	-2565	51	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-508	-2565	52	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-507	-2565	53	75	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-506	-2565	54	75	land	-	-	23	1	-	-	false	beach	1	25	6/2/-54/sea_lowland	1
2	-505	-2565	55	75	land	-	-	23	1	-	-	false	beach	2	25	6/2/-54/sea_lowland	1
2	-517	-2564	43	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-516	-2564	44	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-515	-2564	45	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-514	-2564	46	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-513	-2564	47	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-512	-2564	48	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-511	-2564	49	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-510	-2564	50	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-509	-2564	51	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-508	-2564	52	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-507	-2564	53	76	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-506	-2564	54	76	land	-	-	23	1	-	-	false	beach	1	25	6/2/-54/sea_lowland	1
2	-505	-2564	55	76	land	-	-	23	1	-	-	false	beach	2	25	6/2/-54/sea_lowland	1
2	-517	-2563	43	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-516	-2563	44	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-515	-2563	45	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-514	-2563	46	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-513	-2563	47	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-512	-2563	48	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-511	-2563	49	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-510	-2563	50	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
2	-509	-2563	51	77	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-8	-8	-	-	false	-	-	-	-	-
