case	x	z	owner_x	owner_z	class	claim	cave_claim	incoming	final	kind	functional_id	landmark	profile	distance	width	run	coast_y
1	-413	-2756	67	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-412	-2756	68	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-411	-2756	69	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-410	-2756	70	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-409	-2756	71	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-408	-2756	72	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-407	-2756	73	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-406	-2756	74	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-405	-2756	75	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-404	-2756	76	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-403	-2756	77	44	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-402	-2756	78	44	land	-	-	25	1	-	-	false	beach	1	24	6/2/-58/sea_lowland	1
1	-401	-2756	79	44	land	-	-	25	1	-	-	false	beach	2	24	6/2/-58/sea_lowland	1
1	-400	-2756	0	44	land	-	-	25	1	-	-	false	beach	3	24	6/2/-58/sea_lowland	1
1	-399	-2756	1	44	land	-	-	25	1	-	-	false	beach	4	24	6/2/-58/sea_lowland	1
1	-398	-2756	2	44	land	-	-	25	2	-	-	false	beach	5	24	6/2/-58/sea_lowland	2
1	-397	-2756	3	44	land	-	-	25	2	-	-	false	beach	6	24	6/2/-58/sea_lowland	2
1	-396	-2756	4	44	land	-	-	26	2	-	-	false	beach	7	24	6/2/-58/sea_lowland	2
1	-395	-2756	5	44	land	-	-	25	2	-	-	false	beach	8	24	6/2/-58/sea_lowland	2
1	-394	-2756	6	44	land	-	-	25	3	-	-	false	beach	9	24	6/2/-58/sea_lowland	3
1	-393	-2756	7	44	land	-	-	25	3	-	-	false	beach	10	24	6/2/-58/sea_lowland	3
1	-392	-2756	8	44	land	-	-	25	3	-	-	false	beach	11	24	6/2/-58/sea_lowland	3
1	-391	-2756	9	44	land	-	-	25	3	-	-	false	beach	12	24	6/2/-58/sea_lowland	3
1	-390	-2756	10	44	land	-	-	25	4	-	-	false	beach	13	24	6/2/-58/sea_lowland	4
1	-389	-2756	11	44	land	-	-	25	4	-	-	false	beach	14	24	6/2/-58/sea_lowland	4
1	-388	-2756	12	44	land	-	-	25	4	-	-	false	beach	15	24	6/2/-58/sea_lowland	4
1	-387	-2756	13	44	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-386	-2756	14	44	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-385	-2756	15	44	land	-	-	25	4	-	-	false	beach	16	23	6/4/-9/sea_lowland	4
1	-384	-2756	16	44	land	-	-	25	5	-	-	false	beach	17	24	6/2/-58/sea_lowland	5
1	-383	-2756	17	44	land	-	-	25	5	-	-	false	beach	18	24	6/2/-58/sea_lowland	5
1	-382	-2756	18	44	land	-	-	25	5	-	-	false	beach	18	24	6/2/-58/sea_lowland	5
1	-446	-2755	34	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-445	-2755	35	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-444	-2755	36	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-443	-2755	37	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-442	-2755	38	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-441	-2755	39	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-440	-2755	40	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-439	-2755	41	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-438	-2755	42	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-437	-2755	43	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-436	-2755	44	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-435	-2755	45	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-434	-2755	46	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-433	-2755	47	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-432	-2755	48	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-431	-2755	49	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-430	-2755	50	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-429	-2755	51	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-428	-2755	52	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-427	-2755	53	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-426	-2755	54	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-425	-2755	55	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-424	-2755	56	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-423	-2755	57	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-422	-2755	58	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-421	-2755	59	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-420	-2755	60	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-419	-2755	61	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-418	-2755	62	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-417	-2755	63	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-416	-2755	64	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-415	-2755	65	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-414	-2755	66	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-413	-2755	67	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-412	-2755	68	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-411	-2755	69	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-410	-2755	70	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-409	-2755	71	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-408	-2755	72	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-407	-2755	73	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-406	-2755	74	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-405	-2755	75	45	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-404	-2755	76	45	land	-	-	26	1	-	-	false	beach	1	24	6/2/-58/sea_lowland	1
1	-403	-2755	77	45	land	-	-	26	1	-	-	false	beach	1	23	6/4/-9/sea_lowland	1
1	-402	-2755	78	45	land	-	-	25	1	-	-	false	beach	3	24	6/2/-58/sea_lowland	1
1	-401	-2755	79	45	land	-	-	25	1	-	-	false	beach	4	24	6/2/-58/sea_lowland	1
1	-400	-2755	0	45	land	-	-	25	2	-	-	false	beach	5	24	6/2/-58/sea_lowland	2
1	-399	-2755	1	45	land	-	-	25	2	-	-	false	beach	6	24	6/2/-58/sea_lowland	2
1	-398	-2755	2	45	land	-	-	25	2	-	-	false	beach	7	24	6/2/-58/sea_lowland	2
1	-397	-2755	3	45	land	-	-	25	2	-	-	false	beach	8	24	6/2/-58/sea_lowland	2
1	-396	-2755	4	45	land	-	-	25	3	-	-	false	beach	9	24	6/2/-58/sea_lowland	3
1	-395	-2755	5	45	land	-	-	25	3	-	-	false	beach	10	24	6/2/-58/sea_lowland	3
1	-394	-2755	6	45	land	-	-	25	3	-	-	false	beach	11	24	6/2/-58/sea_lowland	3
1	-393	-2755	7	45	land	-	-	25	3	-	-	false	beach	12	24	6/2/-58/sea_lowland	3
1	-392	-2755	8	45	land	-	-	25	4	-	-	false	beach	13	24	6/2/-58/sea_lowland	4
1	-391	-2755	9	45	land	-	-	25	4	-	-	false	beach	14	24	6/2/-58/sea_lowland	4
1	-390	-2755	10	45	land	-	-	25	4	-	-	false	beach	15	24	6/2/-58/sea_lowland	4
1	-389	-2755	11	45	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-388	-2755	12	45	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-387	-2755	13	45	land	-	-	25	5	-	-	false	beach	17	24	6/2/-58/sea_lowland	5
1	-386	-2755	14	45	land	-	-	25	5	-	-	false	beach	16	23	6/4/-9/sea_lowland	5
1	-385	-2755	15	45	land	-	-	25	4	-	-	false	beach	17	23	6/4/-9/sea_lowland	4
1	-384	-2755	16	45	land	-	-	25	9	-	-	false	beach	18	26	6/4/-8/sea_lowland	9
1	-383	-2755	17	45	land	-	-	25	5	-	-	false	beach	18	24	6/2/-58/sea_lowland	5
1	-382	-2755	18	45	land	-	-	25	5	-	-	false	beach	19	24	6/2/-58/sea_lowland	5
1	-446	-2754	34	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-445	-2754	35	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-444	-2754	36	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-443	-2754	37	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-442	-2754	38	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-441	-2754	39	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-440	-2754	40	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-439	-2754	41	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-438	-2754	42	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-437	-2754	43	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-436	-2754	44	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-435	-2754	45	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-434	-2754	46	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-433	-2754	47	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-432	-2754	48	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-431	-2754	49	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-430	-2754	50	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-429	-2754	51	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-428	-2754	52	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-427	-2754	53	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-426	-2754	54	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-425	-2754	55	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-424	-2754	56	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-423	-2754	57	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-422	-2754	58	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-421	-2754	59	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-420	-2754	60	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-419	-2754	61	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-418	-2754	62	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-417	-2754	63	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-416	-2754	64	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-415	-2754	65	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-414	-2754	66	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-413	-2754	67	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-412	-2754	68	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-411	-2754	69	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-410	-2754	70	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-409	-2754	71	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-408	-2754	72	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-407	-2754	73	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-406	-2754	74	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-405	-2754	75	46	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-7	-7	-	-	false	-	-	-	-	-
1	-404	-2754	76	46	land	-	-	26	1	-	-	false	beach	1	24	6/2/-58/sea_lowland	1
1	-403	-2754	77	46	land	-	-	26	1	-	-	false	beach	2	24	6/2/-58/sea_lowland	1
1	-402	-2754	78	46	land	-	-	25	1	-	-	false	beach	3	24	6/2/-58/sea_lowland	1
1	-401	-2754	79	46	land	-	-	25	1	-	-	false	beach	4	24	6/2/-58/sea_lowland	1
1	-400	-2754	0	46	land	-	-	25	2	-	-	false	beach	5	24	6/2/-58/sea_lowland	2
1	-399	-2754	1	46	land	-	-	25	2	-	-	false	beach	6	24	6/2/-58/sea_lowland	2
1	-398	-2754	2	46	land	-	-	25	2	-	-	false	beach	7	24	6/2/-58/sea_lowland	2
1	-397	-2754	3	46	land	-	-	25	2	-	-	false	beach	8	24	6/2/-58/sea_lowland	2
1	-396	-2754	4	46	land	-	-	25	3	-	-	false	beach	9	24	6/2/-58/sea_lowland	3
1	-395	-2754	5	46	land	-	-	25	3	-	-	false	beach	10	24	6/2/-58/sea_lowland	3
1	-394	-2754	6	46	land	-	-	25	3	-	-	false	beach	11	24	6/2/-58/sea_lowland	3
1	-393	-2754	7	46	land	-	-	25	3	-	-	false	beach	12	24	6/2/-58/sea_lowland	3
1	-392	-2754	8	46	land	-	-	25	4	-	-	false	beach	13	24	6/2/-58/sea_lowland	4
1	-391	-2754	9	46	land	-	-	25	4	-	-	false	beach	14	24	6/2/-58/sea_lowland	4
1	-390	-2754	10	46	land	-	-	25	4	-	-	false	beach	15	24	6/2/-58/sea_lowland	4
1	-389	-2754	11	46	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-388	-2754	12	46	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-387	-2754	13	46	land	-	-	25	4	-	-	false	beach	16	24	6/2/-58/sea_lowland	4
1	-386	-2754	14	46	land	-	-	25	5	-	-	false	beach	17	24	6/2/-58/sea_lowland	5
1	-385	-2754	15	46	land	-	-	25	4	-	-	false	beach	18	23	6/4/-9/sea_lowland	4
1	-384	-2754	16	46	land	-	-	25	9	-	-	false	beach	18	26	6/4/-8/sea_lowland	9
1	-383	-2754	17	46	land	-	-	25	9	-	-	false	beach	19	26	6/4/-8/sea_lowland	9
1	-382	-2754	18	46	land	-	-	25	5	-	-	false	beach	20	24	6/2/-58/sea_lowland	5
1	-446	-2753	34	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-445	-2753	35	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-444	-2753	36	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-443	-2753	37	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-442	-2753	38	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-441	-2753	39	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-440	-2753	40	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-439	-2753	41	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-438	-2753	42	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-437	-2753	43	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-436	-2753	44	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-5	-5	-	-	false	-	-	-	-	-
1	-435	-2753	45	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-434	-2753	46	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-433	-2753	47	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-432	-2753	48	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-431	-2753	49	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-430	-2753	50	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-429	-2753	51	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-428	-2753	52	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
1	-427	-2753	53	47	planned_water	exclude:water:bay_elandor_west	exclude:water:bay_elandor_west	-6	-6	-	-	false	-	-	-	-	-
